,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_contribution_value,statistic_rating_contribution_value
71,1938,0,0,21.0,21.0,3788751.0,770.0,5579.0,Joshua Kimmich,,6.0,True,7.0,Right Wing Back,99.0,212622.0,J. Kimmich,Joshua Kimmich,1995-02-08,24.0,175.26,69.9,"RB,CM,CDM",Germany,86.0,88.0,45000000.0,100000.0,Right,3.0,4.0,3.0,High/ Low,Lean,77600000.0,FC Bayern München,85.0,RB,32.0,2015-07-01,2023,Germany,85.0,RCM,18.0,91.0,66.0,74.0,87.0,67.0,80.0,81.0,61.0,83.0,85.0,78.0,68.0,84.0,86.0,83.0,75.0,79.0,94.0,64.0,69.0,79.0,80.0,80.0,79.0,44.0,82.0,75.0,81.0,79.0,8.0,15.0,7.0,15.0,15.0,#Crosser,,75+3,75+3,75+3,80+3,78+3,78+3,78+3,80+3,80+3,80+3,80+3,82+3,82+3,82+3,82+3,82+3,83+3,81+3,81+3,81+3,83+3,81+3,77+3,77+3,77+3,81+3,290.0,91.4421893333765,28.378610482772018
72,2041,0,0,11.0,11.0,3788773.0,780.0,11173.0,Sérgio Miguel Relvas de Oliveira,Sérgio Oliveira,24.0,False,0.0,Substitute,8.0,198031.0,Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,1992-06-02,26.0,154.94,78.0,"CM,CDM",Portugal,78.0,81.0,12500000.0,1000.0,Right,1.0,3.0,3.0,Medium/ Low,Normal,27200000.0,PAOK,75.0,RDM,26.0,2015-07-01,2021,,,,,76.0,67.0,64.0,81.0,73.0,77.0,73.0,80.0,79.0,80.0,62.0,56.0,66.0,73.0,67.0,87.0,56.0,67.0,65.0,87.0,70.0,72.0,72.0,81.0,74.0,76.0,70.0,69.0,46.0,9.0,9.0,11.0,11.0,10.0,#Distance Shooter,Playmaker (CPU AI Only),72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,76+2,76+2,76+2,74+2,77+2,77+2,77+2,74+2,69+2,72+2,72+2,72+2,69+2,67+2,66+2,66+2,66+2,67+2,18.0,5.624936395016832,28.124681975084158
73,2043,0,0,14.0,14.0,3788773.0,780.0,16028.0,José Diogo Dalot Teixeira,Diogo Dalot,20.0,False,0.0,Substitute,17.0,234574.0,Diogo Dalot,José Diogo Dalot Teixeira,1999-03-18,19.0,182.88,71.2,RB,Portugal,73.0,84.0,6000000.0,29000.0,Right,1.0,3.0,3.0,High/ Medium,Normal,12600000.0,Manchester United,82.0,SUB,20.0,2018-06-09,2023,,,,,77.0,52.0,65.0,72.0,44.0,76.0,75.0,44.0,60.0,75.0,78.0,77.0,69.0,76.0,70.0,76.0,77.0,76.0,71.0,59.0,80.0,70.0,71.0,64.0,43.0,74.0,69.0,69.0,67.0,10.0,6.0,10.0,6.0,8.0,,,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,72+2,69+2,69+2,69+2,72+2,73+2,70+2,70+2,70+2,73+2,72+2,70+2,70+2,70+2,72+2,97.0,30.263527535684126,28.079561631047127
74,1815,0,0,5.0,5.0,3788746.0,941.0,6994.0,Marten de Roon,,15.0,True,9.0,Right Defensive Midfield,96.0,208461.0,M. de Roon,Marten de Roon,1991-03-29,27.0,185.42,76.2,"CM,CDM",Netherlands,76.0,76.0,8000000.0,26000.0,Right,2.0,3.0,3.0,Medium/ Medium,Normal,13600000.0,Atalanta,76.0,SUB,15.0,2017-08-11,2022,Netherlands,81.0,RDM,18.0,64.0,60.0,70.0,76.0,62.0,68.0,57.0,43.0,74.0,74.0,68.0,68.0,62.0,79.0,70.0,74.0,79.0,90.0,75.0,68.0,79.0,81.0,69.0,72.0,60.0,76.0,79.0,78.0,76.0,14.0,15.0,7.0,12.0,12.0,,,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,71+2,71+2,71+2,71+2,74+2,74+2,74+2,71+2,75+2,77+2,77+2,77+2,75+2,76+2,76+2,76+2,76+2,76+2,148.0,46.00274560405653,27.974642597061404
75,1890,0,0,27.0,27.0,3788748.0,912.0,16570.0,Vladimír Coufal,,5.0,True,2.0,Right Back,95.0,244470.0,V. Coufal,Vladimír Coufal,1992-08-22,26.0,175.26,74.8,RB,Czech Republic,73.0,76.0,4100000.0,1000.0,Right,1.0,2.0,3.0,High/ High,Stocky,9400000.0,SK Slavia Praha,72.0,RB,5.0,2018-07-01,2021,Czech Republic,75.0,RB,20.0,79.0,41.0,40.0,66.0,41.0,65.0,50.0,37.0,58.0,69.0,76.0,74.0,71.0,74.0,74.0,41.0,71.0,85.0,71.0,44.0,76.0,69.0,60.0,53.0,36.0,65.0,72.0,73.0,72.0,13.0,12.0,12.0,6.0,13.0,,Long Throw-in,56+2,56+2,56+2,64+2,60+2,60+2,60+2,64+2,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,73+2,69+2,69+2,69+2,73+2,72+2,68+2,68+2,68+2,72+2,385.0,118.69018386592968,27.745757267360187
76,1751,0,0,21.0,21.0,3788742.0,1835.0,13215.0,Glen Kamara,,6.0,True,15.0,Left Center Midfield,96.0,213654.0,G. Kamara,Glen Kamara,1995-10-28,23.0,182.88,73.0,"CM,CDM",Finland,68.0,76.0,1300000.0,17000.0,Right,1.0,4.0,3.0,Medium/ Medium,Lean,2600000.0,Rangers FC,73.0,SUB,18.0,2019-01-31,2023,Finland,70.0,RCM,16.0,43.0,38.0,41.0,70.0,41.0,65.0,43.0,37.0,68.0,71.0,68.0,71.0,75.0,68.0,70.0,47.0,61.0,74.0,69.0,55.0,68.0,69.0,59.0,63.0,47.0,64.0,61.0,66.0,62.0,8.0,14.0,12.0,11.0,7.0,,,56+2,56+2,56+2,61+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,63+2,66+2,66+2,66+2,63+2,64+2,67+2,67+2,67+2,64+2,64+2,63+2,63+2,63+2,64+2,198.0,60.948239071351246,27.703745032432384
77,1759,0,0,2.0,2.0,3788743.0,782.0,3176.0,Thomas Meunier,,15.0,False,0.0,Substitute,69.0,209491.0,T. Meißner,Thomas Meißner,1991-03-26,27.0,190.5,82.1,CB,Germany,67.0,68.0,725000.0,3000.0,Right,1.0,3.0,2.0,Low/ Medium,Normal,1100000.0,Willem II,68.0,RCB,25.0,2018-07-01,2021,,,,,32.0,31.0,70.0,57.0,38.0,44.0,30.0,31.0,51.0,54.0,45.0,42.0,42.0,62.0,56.0,59.0,68.0,63.0,82.0,38.0,72.0,65.0,20.0,35.0,39.0,62.0,67.0,66.0,62.0,8.0,9.0,12.0,13.0,9.0,,,47+2,47+2,47+2,42+2,44+2,44+2,44+2,42+2,44+2,44+2,44+2,44+2,50+2,50+2,50+2,44+2,55+2,61+2,61+2,61+2,55+2,57+2,66+2,66+2,66+2,57+2,254.0,77.04081413386865,27.297926267906213
78,1710,0,0,11.0,11.0,3788741.0,914.0,7777.0,Federico Bernardeschi,,20.0,False,0.0,Substitute,9.0,212404.0,F. Bernardeschi,Federico Bernardeschi,1994-02-16,25.0,185.42,77.1,"RM,CF",Italy,82.0,85.0,28000000.0,110000.0,Left,2.0,3.0,5.0,High/ Medium,Lean,48300000.0,Juventus,85.0,SUB,33.0,2017-07-24,2022,Italy,83.0,SUB,20.0,82.0,70.0,50.0,82.0,74.0,86.0,82.0,80.0,72.0,87.0,83.0,83.0,85.0,80.0,82.0,82.0,49.0,80.0,63.0,82.0,52.0,66.0,78.0,80.0,72.0,83.0,65.0,46.0,42.0,14.0,15.0,10.0,13.0,12.0,#Dribbler,"Avoids Using Weaker Foot,Flair,Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only)",75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,78+2,78+2,78+2,81+2,71+2,68+2,68+2,68+2,71+2,68+2,59+2,59+2,59+2,68+2,68.0,20.598747971895264,27.263048786331968
79,161,0,0,17.0,17.0,16073.0,212.0,5484.0,Lucas Hernández Pi,Lucas Hernandez,21.0,True,5.0,Left Center Back,96.0,220814.0,L. Hernández,Lucas Hernández,1996-02-14,23.0,182.88,76.2,"LB,CB",France,83.0,89.0,29500000.0,58000.0,Left,1.0,3.0,3.0,Medium/ High,Normal,66400000.00000001,Atlético Madrid,84.0,SUB,21.0,2015-07-01,2024,France,84.0,LB,21.0,78.0,53.0,82.0,80.0,46.0,65.0,59.0,39.0,63.0,79.0,80.0,84.0,70.0,85.0,67.0,62.0,83.0,86.0,79.0,51.0,86.0,82.0,60.0,61.0,42.0,76.0,78.0,83.0,86.0,10.0,7.0,8.0,14.0,10.0,,Power Header,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,81+2,79+2,79+2,79+2,81+2,82+2,81+2,81+2,81+2,82+2,99.0,29.977355016580436,27.25214092416403
80,1944,0,0,0.0,0.0,3788752.0,780.0,3168.0,João Filipe Iria Santos Moutinho,João Moutinho,8.0,False,0.0,Substitute,7.0,162347.0,João Moutinho,João Filipe Iria Santos Moutinho,1986-09-08,32.0,170.18,60.8,"CM,CDM,CAM",Portugal,82.0,82.0,19000000.0,92000.0,Right,3.0,4.0,3.0,High/ Medium,Normal,36100000.0,Wolverhampton Wanderers,76.0,LCM,28.0,2018-07-24,2020,,,,,80.0,74.0,70.0,84.0,76.0,80.0,84.0,80.0,83.0,84.0,66.0,59.0,75.0,75.0,84.0,76.0,75.0,80.0,62.0,80.0,71.0,72.0,74.0,84.0,70.0,87.0,68.0,72.0,67.0,13.0,15.0,15.0,13.0,13.0,,"Playmaker (CPU AI Only),Takes Finesse Free Kicks",74+3,74+3,74+3,77+3,77+3,77+3,77+3,77+3,79+3,79+3,79+3,77+3,80+3,80+3,80+3,77+3,74+3,76+3,76+3,76+3,74+3,72+3,70+3,70+3,70+3,72+3,141.0,42.68037811489635,27.242794541423205
81,391,0,0,8.0,8.0,18240.0,169.0,8220.0,David Olatukunbo Alaba,David Alaba,27.0,True,6.0,Left Back,94.0,197445.0,D. Alaba,David Olatukunbo Alaba,1992-06-24,26.0,154.94,76.2,"LB,CB",Austria,84.0,86.0,30500000.0,98000.0,Left,4.0,4.0,3.0,Medium/ Medium,Lean,52600000.0,FC Bayern München,85.0,LB,27.0,2010-02-10,2021,Austria,77.0,SUB,8.0,81.0,63.0,75.0,82.0,68.0,79.0,78.0,84.0,79.0,82.0,79.0,86.0,79.0,83.0,77.0,83.0,82.0,85.0,71.0,82.0,69.0,82.0,76.0,77.0,79.0,79.0,80.0,81.0,79.0,5.0,7.0,14.0,15.0,9.0,,Long Shot Taker (CPU AI Only),76+3,76+3,76+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,81+3,80+3,80+3,80+3,81+3,81+3,78+3,78+3,78+3,81+3,319.0,96.447818813966,27.210983364441812
82,1811,0,0,23.0,23.0,3788745.0,785.0,6307.0,Duje Ćaleta-Car,,5.0,True,5.0,Left Center Back,94.0,225263.0,D. Ćaleta-Car,Duje Ćaleta-Car,1996-09-17,22.0,193.04,88.9,CB,Croatia,73.0,80.0,4900000.0,21000.0,Right,1.0,3.0,2.0,Medium/ Medium,Normal,10200000.0,Olympique de Marseille,78.0,LCB,15.0,2018-07-20,2023,,,,,28.0,32.0,70.0,64.0,32.0,54.0,28.0,31.0,47.0,58.0,63.0,67.0,47.0,66.0,61.0,48.0,75.0,75.0,84.0,35.0,70.0,69.0,54.0,45.0,38.0,61.0,73.0,74.0,72.0,8.0,9.0,9.0,10.0,8.0,,,54+2,54+2,54+2,51+2,53+2,53+2,53+2,51+2,53+2,53+2,53+2,54+2,56+2,56+2,56+2,54+2,63+2,65+2,65+2,65+2,63+2,65+2,71+2,71+2,71+2,65+2,94.0,28.22245882276079,27.021503128175226
83,1858,0,0,16.0,16.0,3788747.0,2358.0,4713.0,Ezgjan Alioski,,8.0,True,8.0,Left Wing Back,96.0,206006.0,E. Alioski,Ezgjan Alioski,1992-02-12,27.0,172.72,63.0,"LM,RM,LB",FYR Macedonia,71.0,71.0,2500000.0,26000.0,Left,1.0,2.0,3.0,High/ High,Normal,4800000.0,Leeds United,72.0,LB,10.0,2017-07-13,2021,,,,,71.0,70.0,64.0,67.0,57.0,67.0,64.0,65.0,63.0,68.0,85.0,79.0,79.0,68.0,76.0,75.0,80.0,87.0,60.0,70.0,74.0,60.0,63.0,70.0,69.0,56.0,58.0,60.0,64.0,16.0,12.0,9.0,9.0,14.0,#Engine,"Diver,Injury Free,Avoids Using Weaker Foot,Flair,Long Shot Taker (CPU AI Only)",68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,68+2,65+2,65+2,65+2,68+2,67+2,63+2,63+2,63+2,67+2,190.0,56.94386889763155,26.97341158308863
84,1712,0,0,13.0,13.0,3788741.0,914.0,8181.0,Nicolò Barella,,18.0,True,13.0,Right Center Midfield,93.0,205937.0,N. Varela,Nico Varela,1991-01-19,28.0,175.26,69.9,"RM,LM",Uruguay,65.0,65.0,575000.0,2000.0,Right,1.0,3.0,3.0,High/ Medium,Lean,776000.0,Wisła Płock,65.0,SUB,7.0,2017-07-01,2019,,,,,67.0,65.0,43.0,59.0,49.0,70.0,62.0,52.0,55.0,67.0,77.0,80.0,73.0,60.0,76.0,44.0,63.0,55.0,44.0,56.0,75.0,27.0,57.0,48.0,63.0,59.0,30.0,32.0,24.0,7.0,6.0,8.0,12.0,10.0,,,59+2,59+2,59+2,65+2,62+2,62+2,62+2,65+2,61+2,61+2,61+2,64+2,55+2,55+2,55+2,64+2,50+2,46+2,46+2,46+2,50+2,47+2,41+2,41+2,41+2,47+2,404.0,120.76156416661064,26.90232865097762
85,1755,0,0,28.0,28.0,3788742.0,1835.0,24648.0,Tim Sparv,,14.0,True,10.0,Center Defensive Midfield,77.0,164858.0,T. Sparv,Tim Sparv,1987-02-20,32.0,193.04,83.9,"CM,CDM",Finland,70.0,70.0,1500000.0,13000.0,Left,1.0,2.0,2.0,Medium/ High,Lean,2000000.0,FC Midtjylland,71.0,SUB,3.0,2014-07-03,2020,Finland,70.0,SUB,14.0,59.0,47.0,70.0,72.0,38.0,58.0,62.0,60.0,70.0,69.0,45.0,52.0,55.0,72.0,51.0,70.0,30.0,82.0,78.0,64.0,82.0,73.0,60.0,67.0,42.0,72.0,70.0,71.0,68.0,7.0,9.0,12.0,15.0,14.0,,"Avoids Using Weaker Foot,Leadership",61+2,61+2,61+2,60+2,62+2,62+2,62+2,60+2,63+2,63+2,63+2,62+2,68+2,68+2,68+2,62+2,67+2,72+2,72+2,72+2,67+2,67+2,70+2,70+2,70+2,67+2,77.0,22.949416633711103,26.823993467974013
86,263,0,0,25.0,25.0,16157.0,207.0,6797.0,Daniel Wass,,18.0,True,12.0,Right Midfield,94.0,101488.0,D. Haas,Daniel Haas,1983-08-01,35.0,187.96,88.9,GK,Germany,66.0,66.0,260000.0,2000.0,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,403000.0,FC Erzgebirge Aue,68.0,SUB,34.0,2016-10-11,2019,,,,,14.0,11.0,14.0,23.0,10.0,15.0,11.0,12.0,22.0,19.0,33.0,35.0,33.0,66.0,34.0,24.0,76.0,42.0,74.0,9.0,40.0,16.0,9.0,17.0,22.0,57.0,11.0,14.0,15.0,66.0,65.0,57.0,64.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,68.1775163416354,26.794657077498627
87,1723,0,0,22.0,22.0,3788741.0,909.0,11088.0,Ozan Tufan,,6.0,True,15.0,Left Center Midfield,63.0,223154.0,O. Tufan,Ozan Tufan,1995-03-23,23.0,152.4,78.9,"CDM,CM",Turkey,73.0,78.0,4500000.0,35000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,,Alanyaspor,72.0,SUB,11.0,,"May 31, 2019",,,,,62.0,55.0,62.0,73.0,55.0,72.0,67.0,65.0,72.0,73.0,72.0,69.0,76.0,70.0,69.0,78.0,68.0,74.0,72.0,73.0,79.0,74.0,74.0,67.0,53.0,76.0,70.0,72.0,71.0,6.0,14.0,8.0,7.0,15.0,,,68+2,68+2,68+2,69+2,70+2,70+2,70+2,69+2,70+2,70+2,70+2,69+2,71+2,71+2,71+2,69+2,70+2,72+2,72+2,72+2,70+2,70+2,71+2,71+2,71+2,70+2,126.0,37.49157221890431,26.779694442074508
88,1703,0,0,5.0,5.0,3788741.0,914.0,7037.0,Lorenzo Insigne,,10.0,True,21.0,Left Wing,80.0,198219.0,L. Insigne,Lorenzo Insigne,1991-06-04,27.0,162.56,59.0,"LW,ST",Italy,88.0,88.0,62000000.0,165000.0,Right,3.0,4.0,4.0,High/ Medium,Normal,105400000.0,Napoli,82.0,LS,24.0,2010-07-01,2022,Italy,83.0,LW,10.0,86.0,77.0,56.0,85.0,74.0,90.0,87.0,77.0,78.0,93.0,94.0,86.0,94.0,83.0,93.0,75.0,53.0,75.0,44.0,84.0,34.0,26.0,83.0,87.0,61.0,83.0,51.0,24.0,22.0,8.0,4.0,14.0,9.0,10.0,"#Speedster,#Dribbler,#Crosser,#Acrobat","Finesse Shot,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Takes Finesse Free Kicks",78+3,78+3,78+3,86+3,85+3,85+3,85+3,86+3,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,63+3,58+3,58+3,58+3,63+3,58+3,44+3,44+3,44+3,58+3,438.0,129.35952608551224,26.580724538118954
89,436,0,0,25.0,25.0,18244.0,224.0,6954.0,Giorgio Chiellini,,3.0,True,5.0,Left Center Back,96.0,138956.0,G. Chiellini,Giorgio Chiellini,1984-08-14,34.0,187.96,84.8,CB,Italy,90.0,90.0,31000000.0,225000.0,Left,4.0,3.0,2.0,Medium/ High,Normal,51200000.0,Juventus,85.0,LCB,3.0,2005-07-01,2020,Italy,83.0,LCB,3.0,58.0,33.0,83.0,59.0,45.0,58.0,60.0,31.0,59.0,57.0,63.0,75.0,54.0,82.0,55.0,78.0,89.0,65.0,89.0,49.0,92.0,88.0,28.0,50.0,50.0,84.0,94.0,93.0,90.0,3.0,3.0,2.0,4.0,3.0,"#Tackling ,#Tactician ,#Strength,#Complete Defender","Long Throw-in,Injury Prone,Avoids Using Weaker Foot,Dives Into Tackles (CPU AI Only),Leadership,Power Header",58+3,58+3,58+3,54+3,55+3,55+3,55+3,54+3,54+3,54+3,54+3,56+3,60+3,60+3,60+3,56+3,74+3,76+3,76+3,76+3,74+3,77+3,86+3,86+3,86+3,77+3,349.0,102.37755236833321,26.401088003295097
90,209,0,0,23.0,23.0,16095.0,221.0,6782.0,Enis Bardhi,,10.0,True,11.0,Left Defensive Midfield,92.0,237239.0,E. Bardhi,Enis Bardhi,1995-07-02,23.0,172.72,64.0,"CM,LM,CAM",FYR Macedonia,77.0,83.0,12000000.0,22000.0,Right,1.0,4.0,4.0,Medium/ Medium,Normal,27600000.0,Levante UD,76.0,LCM,10.0,2017-07-17,2022,,,,,78.0,78.0,52.0,78.0,76.0,79.0,89.0,91.0,75.0,80.0,76.0,66.0,76.0,77.0,81.0,85.0,50.0,71.0,49.0,84.0,54.0,65.0,74.0,76.0,78.0,80.0,65.0,67.0,58.0,12.0,13.0,8.0,12.0,6.0,#FK Specialist,"Long Shot Taker (CPU AI Only),Takes Finesse Free Kicks",73+2,73+2,73+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,76+2,76+2,76+2,76+2,76+2,71+2,69+2,69+2,69+2,71+2,68+2,62+2,62+2,62+2,68+2,155.0,45.121490888936066,26.199575354866106
91,1801,0,0,9.0,9.0,3788745.0,768.0,4354.0,Philip Foden,,20.0,True,17.0,Right Wing,70.0,237692.0,P. Foden,Philip Foden,2000-05-28,18.0,170.18,68.9,"CAM,CM",England,75.0,90.0,13500000.0,42000.0,Left,1.0,3.0,4.0,Medium/ Medium,Lean,33400000.0,Manchester City,85.0,SUB,47.0,2016-07-01,2024,,,,,68.0,63.0,47.0,79.0,48.0,76.0,68.0,57.0,74.0,78.0,78.0,73.0,86.0,69.0,88.0,70.0,50.0,71.0,43.0,61.0,62.0,58.0,69.0,76.0,48.0,78.0,56.0,58.0,47.0,8.0,15.0,6.0,10.0,13.0,,"Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",66+2,66+2,66+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,66+2,65+2,65+2,65+2,66+2,63+2,56+2,56+2,56+2,63+2,100.0,29.055432897831142,26.149889608048028
92,1859,0,0,19.0,19.0,3788747.0,2358.0,10592.0,Stefan Ristovski,,13.0,True,3.0,Right Center Back,96.0,205965.0,S. Ristovski,Stefan Ristovski,1992-02-12,27.0,154.94,72.1,"RB,RW",FYR Macedonia,77.0,78.0,8500000.0,13000.0,Right,1.0,3.0,3.0,High/ Medium,Normal,17600000.0,Sporting CP,78.0,RB,13.0,2017-08-08,2022,,,,,75.0,57.0,65.0,72.0,55.0,75.0,67.0,29.0,68.0,76.0,89.0,87.0,74.0,76.0,76.0,68.0,80.0,84.0,72.0,66.0,75.0,72.0,67.0,65.0,47.0,73.0,74.0,76.0,75.0,6.0,12.0,6.0,9.0,8.0,,,69+2,69+2,69+2,73+2,71+2,71+2,71+2,73+2,71+2,71+2,71+2,74+2,71+2,71+2,71+2,74+2,76+2,73+2,73+2,73+2,76+2,76+2,73+2,73+2,73+2,76+2,190.0,54.89193161979914,26.001441293589064
93,1947,0,0,3.0,3.0,3788752.0,780.0,5204.0,Bruno Miguel Borges Fernandes,Bruno Fernandes,11.0,True,19.0,Center Attacking Midfield,89.0,212198.0,Bruno Fernandes,Bruno Miguel Borges Fernandes,1994-09-08,24.0,152.4,68.9,"CAM,CM",Portugal,84.0,88.0,40500000.0,22000.0,Right,2.0,3.0,4.0,High/ High,Lean,84000000.0,Portugal,82.0,SUB,16.0,,,Sporting CP,78.0,LCM,8.0,84.0,74.0,58.0,85.0,84.0,83.0,86.0,85.0,84.0,86.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,91.0,67.0,88.0,66.0,71.0,81.0,86.0,82.0,84.0,66.0,66.0,57.0,12.0,14.0,15.0,8.0,14.0,"#Engine,#Distance Shooter","Injury Free,Flair,Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",78+2,78+2,78+2,82+2,82+2,82+2,82+2,82+2,83+2,83+2,83+2,83+2,83+2,83+2,83+2,83+2,77+2,76+2,76+2,76+2,77+2,74+2,68+2,68+2,68+2,74+2,153.0,43.86434540542035,25.8025561208355
94,1985,0,0,10.0,10.0,3788757.0,782.0,5642.0,Axel Witsel,,6.0,False,0.0,Substitute,37.0,177413.0,A. Witsel,Axel  Witsel,1989-01-12,30.0,187.96,81.2,"CDM,CM",Belgium,85.0,85.0,30000000.0,84000.0,Right,3.0,4.0,4.0,Medium/ High,Lean,51000000.0,Borussia Dortmund,81.0,RDM,28.0,2018-08-17,2022,Belgium,85.0,LCM,6.0,69.0,71.0,81.0,89.0,77.0,78.0,69.0,68.0,84.0,84.0,67.0,73.0,77.0,85.0,63.0,78.0,76.0,86.0,82.0,77.0,81.0,80.0,75.0,80.0,83.0,92.0,83.0,80.0,85.0,5.0,7.0,7.0,10.0,7.0,,"Injury Free,Leadership",77+3,77+3,77+3,77+3,78+3,78+3,78+3,77+3,80+3,80+3,80+3,78+3,82+3,82+3,82+3,78+3,80+3,83+3,83+3,83+3,80+3,80+3,81+3,81+3,81+3,80+3,230.0,65.84978737042209,25.767308101469517
95,1885,0,0,21.0,21.0,3788748.0,912.0,8579.0,Vladimír Darida,,8.0,True,19.0,Center Attacking Midfield,87.0,201262.0,V. Darida,Vladimír Darida,1990-08-08,28.0,170.18,64.0,"CM,CAM,CDM",Czech Republic,77.0,77.0,9000000.0,29000.0,Right,2.0,4.0,3.0,High/ High,Lean,15300000.0,Hertha BSC,77.0,SUB,6.0,2015-07-18,2021,Czech Republic,75.0,SUB,19.0,71.0,68.0,41.0,78.0,65.0,75.0,78.0,69.0,75.0,78.0,70.0,65.0,82.0,74.0,88.0,76.0,77.0,91.0,48.0,76.0,56.0,69.0,72.0,73.0,76.0,79.0,72.0,66.0,59.0,16.0,14.0,16.0,14.0,14.0,#Engine,"Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,72+2,71+2,71+2,71+2,72+2,69+2,63+2,63+2,63+2,69+2,168.0,47.72543631852474,25.56719802778111
96,1897,0,0,3.0,3.0,3788749.0,789.0,4673.0,Kamil Jóźwiak,,21.0,True,7.0,Right Wing Back,95.0,233222.0,K. Jóźwiak,Kamil Jóźwiak,1998-04-22,20.0,175.26,69.9,"LM,RM",Poland,66.0,84.0,1400000.0,2000.0,Right,1.0,3.0,3.0,High/ Medium,Stocky,2800000.0,Lech Poznań,68.0,LM,29.0,2016-01-14,2019,,,,,62.0,56.0,41.0,61.0,49.0,64.0,49.0,34.0,57.0,64.0,86.0,92.0,75.0,59.0,75.0,61.0,53.0,70.0,70.0,41.0,62.0,31.0,61.0,61.0,52.0,64.0,47.0,37.0,35.0,10.0,14.0,8.0,9.0,13.0,,,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,65+2,57+2,57+2,57+2,65+2,55+2,52+2,52+2,52+2,55+2,53+2,47+2,47+2,47+2,53+2,158.0,44.5065714585777,25.351844501721477
97,1973,0,0,23.0,23.0,3788754.0,914.0,7119.0,Francesco Acerbi,,15.0,False,0.0,Substitute,72.0,239414.0,F. Deli,Francesco Deli,1994-07-17,24.0,182.88,77.1,CM,Italy,70.0,75.0,2300000.0,2000.0,Left,1.0,3.0,3.0,High/ Medium,Normal,3800000.0,Foggia,68.0,LCM,10.0,2017-07-01,2020,,,,,59.0,65.0,47.0,72.0,32.0,68.0,58.0,33.0,70.0,71.0,56.0,56.0,59.0,62.0,65.0,64.0,60.0,73.0,58.0,62.0,70.0,66.0,74.0,72.0,46.0,58.0,43.0,47.0,41.0,7.0,7.0,8.0,13.0,12.0,,,63+2,63+2,63+2,65+2,66+2,66+2,66+2,65+2,68+2,68+2,68+2,66+2,68+2,68+2,68+2,66+2,59+2,62+2,62+2,62+2,59+2,56+2,54+2,54+2,54+2,56+2,200.0,55.99734799920029,25.19880659964013
