,index,Unnamed: 0,player_id,nickname,firstname,lastname,birth_date,player_name,team_id,jersey_number,minutes_played,is_starter,game_id
511,17,17,7954,S. Coates,Sebastián,Coates Nión,1990-10-07,Sebastián Coates Nión,15670,0,97,True,2057958
512,27,27,395636,Maxi Gómez,Maximiliano,Gómez González,1996-08-14,Maximiliano Gómez González,15670,0,2,False,2057958
513,5,5,122562,Yasser Al Mosailem,Yasser Abdullah,Al Mosailem,1984-02-27,Yasser Abdullah Al Mosailem,16521,0,102,True,2057959
514,10,10,139391,Motaz Hawsawi,Motaz Ali Hassan,Hawsawi,1992-02-17,Motaz Ali Hassan Hawsawi,16521,0,102,True,2057959
515,20,20,120269,Essam El Hadary,Essam Kamal Tawfik,El Hadary,1973-01-15,Essam Kamal Tawfik El Hadary,16129,0,102,True,2057959
516,0,0,243588,Bruno Fernandes,Bruno Miguel,Borges Fernandes,1994-09-08,Bruno Miguel Borges Fernandes,9905,0,69,True,2057960
517,1,1,265673,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,1994-08-10,Bernardo Mota Veiga de Carvalho e Silva,9905,0,70,True,2057960
518,2,2,237034,Gonçalo Guedes,Gonçalo Manuel,Ganchinho Guedes,1996-11-29,Gonçalo Manuel Ganchinho Guedes,9905,0,81,True,2057960
519,15,15,4338,Diego Costa,Diego,da Silva Costa,1988-10-07,Diego da Silva Costa,1598,0,78,True,2057960
520,18,18,3304,Nacho,José Ignacio,Fernández Iglesias,1990-01-18,José Ignacio Fernández Iglesias,1598,0,96,True,2057960
521,24,24,3563,Isco,Francisco Román,Alarcón Suárez,1992-04-21,Francisco Román Alarcón Suárez,1598,0,96,True,2057960
522,26,26,3840,Iago Aspas,Iago,Aspas Juncal,1987-08-01,Iago Aspas Juncal,1598,0,18,False,2057960
523,0,0,3509,M. Shojaei,Masoud,Shojaei Soleimani,1984-06-09,Masoud Shojaei Soleimani,10840,0,67,True,2057961
524,1,1,78991,O. Ebrahimi,Omid,Ebrahimi,1987-09-16,Omid Ebrahimi,10840,0,80,True,2057961
525,2,2,79381,A. Jahanbakhsh,Alireza,Jahanbakhsh,1993-08-11,Alireza Jahanbakhsh,10840,0,84,True,2057961
526,3,3,79098,R. Rezaeian,Ramin,Rezaeian,1990-03-21,Ramin Rezaeian,10840,0,98,True,2057961
527,4,4,79149,K. Ansarifard,Karim,Ansarifard,1990-04-03,Karim Ansarifard,10840,0,98,True,2057961
528,5,5,79449,M. Pouraliganji,Morteza,Pouraliganji,1992-04-19,Morteza Pouraliganji,10840,0,98,True,2057961
529,6,6,79248,E. Hajsafi,Ehsan,Hajsafi,1990-02-25,Ehsan Hajsafi,10840,0,98,True,2057961
530,7,7,237836,V. Amiri,Vahid,Amiri,1988-04-02,Vahid Amiri,10840,0,98,True,2057961
531,8,8,79006,S. Azmoun,Sardar,Azmoun,1995-01-01,Sardar Azmoun,10840,0,98,True,2057961
532,9,9,272829,R. Cheshmi,Rouzbeh,Cheshmi,1993-07-24,Rouzbeh Cheshmi,10840,0,98,True,2057961
533,10,10,238031,A. Beiranvand,Alireza,Safar Beiranvand,1992-09-21,Alireza Safar Beiranvand,10840,0,98,True,2057961
534,11,11,79320,M. Taremi,Mehdi,Taremi,1992-07-18,Mehdi Taremi,10840,0,31,False,2057961
535,12,12,285538,M. Hosseini,Seyed Majid,Hosseini,1996-06-20,Seyed Majid Hosseini,10840,0,18,False,2057961
536,13,13,53562,S. Ghoddos,Saman,Ghoddos,1993-09-06,Saman Ghoddos,10840,0,14,False,2057961
537,14,14,32968,N. Amrabat,Nordin,Amrabat,1987-03-31,Nordin Amrabat,16216,0,75,True,2057961
538,15,15,552555,A. El Kaabi,Ayoub,El Kaabi,1993-06-25,Ayoub El Kaabi,16216,0,76,True,2057961
539,16,16,372915,A. Harit,Amine,Harit,1997-06-18,Amine Harit,16216,0,82,True,2057961
540,17,17,25998,Y. Belhanda,Younès,Belhanda,1990-02-25,Younès Belhanda,16216,0,98,True,2057961
541,18,18,101846,M. Boussoufa,Mbark,Boussoufa,1984-08-15,Mbark Boussoufa,16216,0,98,True,2057961
542,19,19,26226,R. Saïss,Romain,Saïss,1990-03-26,Romain Saïss,16216,0,98,True,2057961
543,20,20,6509,Munir,Munir,Mohand Mohamedi,1989-05-10,Munir Mohand Mohamedi,16216,0,98,True,2057961
544,21,21,142,K. El Ahmadi,Karim,El Ahmadi Al Aroos,1985-01-27,Karim El Ahmadi Al Aroos,16216,0,98,True,2057961
545,22,22,20579,M. Benatia,Medhi Amine,El Mouttaqi Benatia,1987-04-17,Medhi Amine El Mouttaqi Benatia,16216,0,98,True,2057961
546,23,23,396475,A. Hakimi,Achraf,Hakimi Mouh,1998-11-04,Achraf Hakimi Mouh,16216,0,98,True,2057961
547,24,24,221039,H. Ziyech,Hakim,Ziyech,1993-03-19,Hakim Ziyech,16216,0,98,True,2057961
548,25,25,285590,S. Amrabat,Sofyan,Amrabat,1996-08-21,Sofyan Amrabat,16216,0,23,False,2057961
549,26,26,15727,A. Bouhaddouz,Aziz,Bouhaddouz,1987-03-30,Aziz Bouhaddouz,16216,0,22,False,2057961
550,27,27,101620,M. da Costa,Manuel Marouan,da Costa Trinidade,1986-05-06,Manuel Marouan da Costa Trinidade,16216,0,16,False,2057961
551,0,0,29625,K. Boutaïb,Khalid,Boutaïb,1987-04-24,Khalid Boutaïb,16216,0,72,True,2057962
552,5,5,149074,N. Dirar,Nabil,Dirar,1986-02-25,Nabil Dirar,16216,0,98,True,2057962
553,12,12,101847,M. Carcela-González,Mehdi,Carcela-González,1989-07-01,Mehdi Carcela-González,16216,0,20,False,2057962
554,13,13,25888,F. Fajr,Fayçal,Fajr,1988-08-01,Fayçal Fajr,16216,0,9,False,2057962
555,25,25,227059,Gelson Martins,Gelson Dany,Batalha Martins,1995-05-11,Gelson Dany Batalha Martins,9905,0,36,False,2057962
556,5,5,241647,S. Ezatolahi,Saeid,Ezatolahi Afagh,1996-10-01,Saeid Ezatolahi Afagh,10840,0,97,True,2057963
557,11,11,333803,M. Mohammadi,Milad,Mohammadi,1993-09-29,Milad Mohammadi,10840,0,25,False,2057963
558,18,18,4501,Daniel Carvajal,Daniel,Carvajal Ramos,1992-01-11,Daniel Carvajal Ramos,1598,0,97,True,2057963
559,26,26,288091,Marco Asensio,Marco,Asensio Willemsen,1996-01-21,Marco Asensio Willemsen,1598,0,14,False,2057963
560,27,27,70129,Rodrigo,Rodrigo,Moreno Machado,1991-03-06,Rodrigo Moreno Machado,1598,0,5,False,2057963
561,24,24,135927,André Silva,André Miguel,Valente Silva,1995-11-06,André Miguel Valente Silva,9905,0,99,True,2057964
562,12,12,447821,Y. En-Nesyri,Youssef,En-Nesyri,1997-06-01,Youssef En-Nesyri,16216,0,25,False,2057965
563,0,0,238055,A. Nabbout,Andrew ,Nabbout,1992-12-17,Andrew  Nabbout,8493,0,65,True,2057966
564,1,1,61407,T. Rogić,Tom,Rogić,1992-12-16,Tom Rogić,8493,0,73,True,2057966
565,2,2,16151,R. Kruse,Robbie,Kruse,1988-10-05,Robbie Kruse,8493,0,85,True,2057966
566,3,3,62389,A. Mooy,Aaron,Mooy,1990-09-15,Aaron Mooy,8493,0,96,True,2057966
567,4,4,61651,A. Behich,Aziz Eraltay,Behich,1990-12-16,Aziz Eraltay Behich,8493,0,96,True,2057966
568,5,5,15020,M. Leckie,Mathew,Leckie,1991-02-04,Mathew Leckie,8493,0,96,True,2057966
569,6,6,61390,M. Ryan,Mathew,Ryan,1992-04-08,Mathew Ryan,8493,0,96,True,2057966
570,7,7,61395,T. Sainsbury,Trent,Sainsbury,1992-01-05,Trent Sainsbury,8493,0,96,True,2057966
571,8,8,8410,M. Jedinak,Mile,Jedinak,1984-08-03,Mile Jedinak,8493,0,96,True,2057966
572,9,9,61425,M. Milligan,Mark ,Milligan,1985-08-04,Mark  Milligan,8493,0,96,True,2057966
573,10,10,61367,J. Risdon,Josh,Risdon,1992-07-27,Josh Risdon,8493,0,96,True,2057966
574,11,11,69978,T. Jurić,Tomi,Jurić,1991-07-22,Tomi Jurić,8493,0,31,False,2057966
575,12,12,62743,J. Irvine,Jackson,Irvine,1993-03-07,Jackson Irvine,8493,0,23,False,2057966
576,13,13,403613,D. Arzani,Daniel,Arzani,1999-01-04,Daniel Arzani,8493,0,11,False,2057966
577,14,14,286390,O. Dembélé,Ousmane,Dembélé,1997-05-15,Ousmane Dembélé,4418,0,71,True,2057966
578,16,16,209091,C. Tolisso,Corentin,Tolisso,1994-08-03,Corentin Tolisso,4418,0,79,True,2057966
579,17,17,3309,R. Varane,Raphaël,Varane,1993-04-25,Raphaël Varane,4418,0,96,True,2057966
580,19,19,353833,K. Mbappé,Kylian,Mbappé Lottin,1998-12-20,Kylian Mbappé Lottin,4418,0,96,True,2057966
581,20,20,340646,B. Pavard,Benjamin,Pavard,1996-03-28,Benjamin Pavard,4418,0,96,True,2057966
582,23,23,279545,L. Hernández,Lucas ,Hernández Pi,1996-02-14,Lucas  Hernández Pi,4418,0,96,True,2057966
583,26,26,28115,N. Fekir,Nabil,Fekir,1993-07-18,Nabil Fekir,4418,0,25,False,2057966
584,0,0,14744,W. Kvist,William Vitved,Kvist Jørgensen,1985-02-24,William Vitved Kvist Jørgensen,7712,0,36,True,2057967
585,1,1,241945,P. Sisto,Pione,Sisto Ifolo Emirmija,1995-02-04,Pione Sisto Ifolo Emirmija,7712,0,70,True,2057967
586,2,2,135103,A. Christensen,Andreas,Christensen,1996-04-10,Andreas Christensen,7712,0,84,True,2057967
587,3,3,56394,H. Dalsgaard,Henrik,Dalsgaard,1989-07-27,Henrik Dalsgaard,7712,0,98,True,2057967
588,4,4,8480,K. Schmeichel,Kasper,Schmeichel,1986-11-05,Kasper Schmeichel,7712,0,98,True,2057967
589,5,5,54,C. Eriksen,Christian ,Dannemann Eriksen,1992-02-14,Christian  Dannemann Eriksen,7712,0,98,True,2057967
590,6,6,56274,Y. Poulsen,Yussuf,Yurary Poulsen,1994-06-15,Yussuf Yurary Poulsen,7712,0,98,True,2057967
591,7,7,55990,T. Delaney,Thomas,Delaney,1991-09-03,Thomas Delaney,7712,0,98,True,2057967
592,8,8,20433,S. Kjær,Simon,Thorup Kjær,1989-03-26,Simon Thorup Kjær,7712,0,98,True,2057967
593,9,9,56026,J. Stryger Larsen,Jens Stryger,Larsen,1991-02-21,Jens Stryger Larsen,7712,0,98,True,2057967
594,10,10,15080,N. Jørgensen,Nicolai,Jørgensen,1991-01-15,Nicolai Jørgensen,7712,0,98,True,2057967
595,11,11,405,L. Schöne,Lasse,Schöne,1986-05-27,Lasse Schöne,7712,0,62,False,2057967
596,12,12,55968,M. Braithwaite,Martin,Braithwaite,1991-06-05,Martin Braithwaite,7712,0,28,False,2057967
597,13,13,55979,M. Jørgensen,Mathias,Jattah-Njie Jørgensen,1990-04-23,Mathias Jattah-Njie Jørgensen,7712,0,14,False,2057967
598,14,14,114762,É. Flores,Édison Michael,Flores Peralta,1994-05-14,Édison Michael Flores Peralta,15594,0,65,True,2057967
599,15,15,14872,J. Farfán,Jefferson Agustin,Farfán Guadalupe,1984-10-26,Jefferson Agustin Farfán Guadalupe,15594,0,88,True,2057967
600,16,16,139075,R. Tapia,Renato Fabrizio,Tapia Cortijo,1995-07-28,Renato Fabrizio Tapia Cortijo,15594,0,90,True,2057967
601,17,17,115146,M. Trauco,Miguel Ángel,Trauco Saavedra,1992-08-25,Miguel Ángel Trauco Saavedra,15594,0,98,True,2057967
602,18,18,114813,C. Cueva,Christian Alberto,Cueva Bravo,1991-11-23,Christian Alberto Cueva Bravo,15594,0,98,True,2057967
603,19,19,114723,Y. Yotún,Víctor Yoshimar,Yotún Flores,1990-04-07,Víctor Yoshimar Yotún Flores,15594,0,98,True,2057967
604,20,20,114798,P. Gallese,Pedro David,Gallese Quiróz,1990-02-23,Pedro David Gallese Quiróz,15594,0,98,True,2057967
605,21,21,114709,L. Advíncula,Luis Jan Piers,Advíncula Castrillón,1990-03-02,Luis Jan Piers Advíncula Castrillón,15594,0,98,True,2057967
606,22,22,70156,A. Carrillo,André Martín,Carrillo Díaz,1991-06-14,André Martín Carrillo Díaz,15594,0,98,True,2057967
607,23,23,114617,C. Ramos,Christian Guillermo Martín,Ramos Garagay,1988-11-04,Christian Guillermo Martín Ramos Garagay,15594,0,98,True,2057967
608,24,24,70144,A. Rodríguez,Alberto Junior,Rodríguez Valdelomar,1984-03-31,Alberto Junior Rodríguez Valdelomar,15594,0,98,True,2057967
609,25,25,14909,P. Guerrero,José Paolo,Guerrero González,1984-01-01,José Paolo Guerrero González,15594,0,33,False,2057967
610,26,26,89571,R. Ruidíaz,Raúl Mario,Ruidíaz Misitich,1990-07-25,Raúl Mario Ruidíaz Misitich,15594,0,10,False,2057967
611,27,27,139078,P. Aquino,Pedro Jesús,Aquino Sánchez,1995-04-13,Pedro Jesús Aquino Sánchez,15594,0,8,False,2057967
612,11,11,115353,A. Santamaría,Anderson,Santamaría Bardales,1992-01-10,Anderson Santamaría Bardales,15594,0,48,False,2057968
613,27,27,8200,S. N'Zonzi,Steven N'Kemboanza Mike Christopher,N'Zonzi,1988-12-15,Steven N'Kemboanza Mike Christopher N'Zonzi,4418,0,5,False,2057968
614,26,26,135150,A. Cornelius,Andreas Evald,Cornelius,1993-03-16,Andreas Evald Cornelius,7712,0,25,False,2057969
615,11,11,1722,V. Fischer,Viktor,Fischer,1994-06-09,Viktor Fischer,7712,0,35,False,2057970
616,12,12,281254,K. Dolberg,Kasper,Dolberg,1997-10-06,Kasper Dolberg,7712,0,20,False,2057970
617,13,13,56441,L. Lerager,Lukas,Lerager,1993-07-12,Lukas Lerager,7712,0,1,False,2057970
618,18,18,26196,D. Sidibé,Djibril,Sidibé,1992-07-29,Djibril Sidibé,4418,0,95,True,2057970
619,19,19,25552,S. Mandanda,Steve,Mandanda,1985-03-28,Steve Mandanda,4418,0,95,True,2057970
620,20,20,28922,T. Lemar,Thomas,Lemar,1995-11-12,Thomas Lemar,4418,0,95,True,2057970
621,22,22,231138,P. Kimpembe,Presnel,Kimpembe,1995-08-13,Presnel Kimpembe,4418,0,95,True,2057970
622,25,25,26136,B. Mendy,Benjamin,Mendy,1994-07-17,Benjamin Mendy,4418,0,44,False,2057970
623,11,11,8247,T. Cahill,Tim,Cahill,1979-12-06,Tim Cahill,8493,0,41,False,2057971
624,26,26,114624,P. Hurtado,Christopher Paolo César,Hurtado Huertas,1990-07-27,Christopher Paolo César Hurtado Huertas,15594,0,31,False,2057971
625,27,27,139080,W. Cartagena,Wilder José,Cartagena Mendoza,1994-09-23,Wilder José Cartagena Mendoza,15594,0,15,False,2057971
626,6,6,135207,H. Magnússon,Hörður,Björgvin Magnússon,1993-02-11,Hörður Björgvin Magnússon,7839,0,96,True,2057972
627,11,11,56146,R. Gíslason,Rúrik,Gíslason,1988-02-25,Rúrik Gíslason,7839,0,32,False,2057972
628,13,13,54495,B. Sigurðarson,Björn,Bergmann Sigurðarson,1991-02-26,Björn Bergmann Sigurðarson,7839,0,6,False,2057972
629,14,14,37732,L. Biglia,Lucas Rodrigo,Biglia,1986-01-30,Lucas Rodrigo Biglia,12274,0,55,True,2057972
630,15,15,3314,Á. di María,Ángel Fabián,di María Hernández,1988-02-14,Ángel Fabián di María Hernández,12274,0,76,True,2057972
631,16,16,146459,M. Meza,Maximiliano Eduardo,Meza,1992-12-15,Maximiliano Eduardo Meza,12274,0,85,True,2057972
632,17,17,3551,W. Caballero,Wilfredo Daniel,Caballero,1981-09-28,Wilfredo Daniel Caballero,12274,0,96,True,2057972
633,18,18,101652,M. Rojo,Faustino Marcos Alberto,Rojo,1990-03-20,Faustino Marcos Alberto Rojo,12274,0,96,True,2057972
634,19,19,70086,N. Otamendi,Nicolás Hernán,Otamendi,1988-02-12,Nicolás Hernán Otamendi,12274,0,96,True,2057972
635,20,20,3355,J. Mascherano,Javier Alejandro,Mascherano,1984-06-08,Javier Alejandro Mascherano,12274,0,96,True,2057972
636,21,21,3359,L. Messi,Lionel Andrés,Messi Cuccittini,1987-06-24,Lionel Andrés Messi Cuccittini,12274,0,96,True,2057972
637,22,22,3445,E. Salvio,Eduardo Antonio,Salvio,1990-07-13,Eduardo Antonio Salvio,12274,0,96,True,2057972
638,23,23,86722,N. Tagliafico,Nicolás,Tagliafico,1992-08-31,Nicolás Tagliafico,12274,0,96,True,2057972
639,24,24,8325,S. Agüero,Sergio Leonel,Agüero del Castillo,1988-06-02,Sergio Leonel Agüero del Castillo,12274,0,96,True,2057972
640,25,25,3280,É. Banega,Éver Maximiliano David,Banega,1988-06-29,Éver Maximiliano David Banega,12274,0,41,False,2057972
641,26,26,285396,C. Pavón,Cristian David,Pavón,1996-01-21,Cristian David Pavón,12274,0,20,False,2057972
642,27,27,3323,G. Higuaín,Gonzalo Gerardo,Higuaín,1987-12-10,Gonzalo Gerardo Higuaín,12274,0,11,False,2057972
643,0,0,230020,A. Iwobi,Alex,Iwobi,1996-05-03,Alex Iwobi,16823,0,64,True,2057973
644,1,1,5295,O. Ighalo,Odion Jude,Ighalo,1989-06-16,Odion Jude Ighalo,16823,0,75,True,2057973
645,2,2,7898,J. Obi Mikel,John Michael,Nchekwube Obinna,1987-04-22,John Michael Nchekwube Obinna,16823,0,90,True,2057973
646,3,3,424624,O. Etebo,Oghenekaro,Etebo,1995-11-09,Oghenekaro Etebo,16823,0,96,True,2057973
647,4,4,16443,L. Balogun,Leon-Aderemi,Balogun,1988-06-28,Leon-Aderemi Balogun,16823,0,96,True,2057973
648,5,5,8625,V. Moses,Victor,Moses,1990-12-12,Victor Moses,16823,0,96,True,2057973
649,6,6,209792,B. Idowu,Brian Oladapo,Idowu,1992-05-18,Brian Oladapo Idowu,16823,0,96,True,2057973
650,7,7,285491,F. Uzoho,Francis Odinaka,Uzoho,1998-10-28,Francis Odinaka Uzoho,16823,0,96,True,2057973
651,8,8,265368,A. Shehu,Abdullahi,Shehu,1993-03-12,Abdullahi Shehu,16823,0,96,True,2057973
652,9,9,265366,W. Ndidi,Onyinye Wilfred,Ndidi,1996-12-16,Onyinye Wilfred Ndidi,16823,0,96,True,2057973
653,10,10,11093,W. Troost-Ekong,William,Troost-Ekong,1993-09-01,William Troost-Ekong,16823,0,96,True,2057973
654,11,11,101606,A. Musa,Ahmed,Musa,1992-10-14,Ahmed Musa,16823,0,32,False,2057973
655,12,12,285508,K. Iheanacho,Kelechi Promise,Iheanacho,1996-03-10,Kelechi Promise Iheanacho,16823,0,21,False,2057973
656,13,13,72397,Simy,Simeon,Tochukwu Nwankwo,1992-05-07,Simeon Tochukwu Nwankwo,16823,0,6,False,2057973
657,15,15,69616,A. Rebić,Ante,Rebić,1993-09-21,Ante Rebić,9598,0,80,True,2057973
658,18,18,25393,D. Lovren,Dejan,Lovren,1989-07-05,Dejan Lovren,9598,0,96,True,2057973
659,2,2,86234,E. Pérez,Enzo Nicolás,Pérez,1986-02-22,Enzo Nicolás Pérez,12274,0,70,True,2057974
660,4,4,89073,M. Acuña,Marcos Javier,Acuña,1991-10-28,Marcos Javier Acuña,12274,0,96,True,2057974
661,10,10,86220,G. Mercado,Gabriel Iván,Mercado,1987-03-18,Gabriel Iván Mercado,12274,0,96,True,2057974
662,13,13,89186,P. Dybala,Paulo Bruno,Exequiel Dybala,1993-11-15,Paulo Bruno Exequiel Dybala,12274,0,26,False,2057974
663,19,19,12,K. Omeruo,Kenneth Josiah,Omeruo,1993-10-17,Kenneth Josiah Omeruo,16823,0,98,True,2057975
664,25,25,332821,T. Ebuehi,Tyronne,Ebuehi,1995-12-16,Tyronne Ebuehi,16823,0,50,False,2057975
665,18,18,90991,F. Armani,Franco,Armani,1986-01-16,Franco Armani,12274,0,96,True,2057976
666,12,12,216568,A. Gudmundsson,Albert,Gudmundsson,1997-06-15,Albert Gudmundsson,7839,0,9,False,2057977
667,17,17,69964,J. Pivarić,Josip,Pivarić,1989-01-30,Josip Pivarić,9598,0,96,True,2057977
668,19,19,69353,L. Kalinić,Lovre,Kalinić,1990-04-03,Lovre Kalinić,9598,0,96,True,2057977
669,22,22,230626,D. Ćaleta-Car,Duje,Ćaleta-Car,1996-09-17,Duje Ćaleta-Car,9598,0,96,True,2057977
670,25,25,231713,F. Bradarić,Filip,Bradarić,1992-01-11,Filip Bradarić,9598,0,29,False,2057977
671,3,3,297957,M. Akanji,Manuel,Akanji,1995-07-19,Manuel Akanji,6697,0,98,True,2057978
672,8,8,49997,S. Zuber,Steven,Zuber,1991-08-17,Steven Zuber,6697,0,98,True,2057978
673,11,11,360992,D. Zakaria,Denis Lemi,Zakaria Lako Lado,1996-11-20,Denis Lemi Zakaria Lako Lado,6697,0,25,False,2057978
674,14,14,40756,Casemiro,Carlos Henrique,Casimiro,1992-02-23,Carlos Henrique Casimiro,6380,0,62,True,2057978
675,15,15,40550,Paulinho,José Paulo,Bezzera Maciel Júnior,1988-07-25,José Paulo Bezzera Maciel Júnior,6380,0,68,True,2057978
676,16,16,340386,Gabriel Jesus,Gabriel Fernando,de Jesus,1997-04-03,Gabriel Fernando de Jesus,6380,0,81,True,2057978
677,17,17,40810,Neymar,Neymar,da Silva Santos Junior,1992-02-05,Neymar da Silva Santos Junior,6380,0,98,True,2057978
678,18,18,3310,Marcelo,Marcelo,Vieira da Silva Júnior,1988-05-12,Marcelo Vieira da Silva Júnior,6380,0,98,True,2057978
679,19,19,3431,João Miranda,João,Miranda de Souza Filho,1984-09-07,João Miranda de Souza Filho,6380,0,98,True,2057978
680,20,20,70083,Danilo,Danilo Luiz,da Silva,1991-07-15,Danilo Luiz da Silva,6380,0,98,True,2057978
681,21,21,3802,Philippe Coutinho,Philippe,Coutinho Correia,1992-06-12,Philippe Coutinho Correia,6380,0,98,True,2057978
682,22,22,105333,Willian,Willian,Borges da Silva,1988-08-09,Willian Borges da Silva,6380,0,98,True,2057978
683,23,23,20394,Thiago Silva,Thiago Emiliano,da Silva,1984-09-22,Thiago Emiliano da Silva,6380,0,98,True,2057978
684,24,24,214220,Alisson,Alisson Ramsés,Becker,1992-10-02,Alisson Ramsés Becker,6380,0,98,True,2057978
685,25,25,105339,Fernandinho,Fernando Luiz,Rosa,1985-05-04,Fernando Luiz Rosa,6380,0,36,False,2057978
686,26,26,14785,Renato Augusto,Renato ,Soares de Oliveira Augusto,1988-02-08,Renato  Soares de Oliveira Augusto,6380,0,30,False,2057978
687,27,27,15808,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,1991-10-02,Roberto Firmino Barbosa de Oliveira,6380,0,17,False,2057978
688,0,0,125452,J. Venegas,Johan Alberto,Venegas Ulloa,1988-11-27,Johan Alberto Venegas Ulloa,16871,0,62,True,2057979
689,1,1,101796,M. Ureña,Marcos Danilo,Ureña Porras,1990-03-05,Marcos Danilo Ureña Porras,16871,0,69,True,2057979
690,2,2,125260,D. Guzmán,David Alberto,Guzmán Pérez,1990-02-18,David Alberto Guzmán Pérez,16871,0,75,True,2057979
691,3,3,125512,F. Calvo,Francisco Javier,Calvo Quesada,1992-07-08,Francisco Javier Calvo Quesada,16871,0,100,True,2057979
692,4,4,125286,G. González,Giancarlo,González Castro,1988-02-08,Giancarlo González Castro,16871,0,100,True,2057979
693,5,5,11155,B. Ruiz,Bryan,Ruiz González,1985-08-18,Bryan Ruiz González,16871,0,100,True,2057979
694,6,6,125284,J. Acosta,Jhonny,Acosta Zamora,1983-07-21,Jhonny Acosta Zamora,16871,0,100,True,2057979
695,7,7,55977,C. Gamboa,Cristian,Gamboa Luna,1989-10-24,Cristian Gamboa Luna,16871,0,100,True,2057979
696,8,8,3915,K. Navas,Keylor,Navas Gamboa,1986-12-15,Keylor Navas Gamboa,16871,0,100,True,2057979
697,9,9,125250,Ó. Duarte,Óscar Esau,Duarte Gaitán,1989-06-03,Óscar Esau Duarte Gaitán,16871,0,100,True,2057979
698,10,10,51004,C. Borges,Celso,Borges Mora,1988-08-27,Celso Borges Mora,16871,0,100,True,2057979
699,11,11,55988,C. Bolaños,Christian,Bolaños Navarro,1984-05-17,Christian Bolaños Navarro,16871,0,38,False,2057979
700,12,12,26038,J. Campbell,Joel Nathaniel,Campbell Samuels,1992-06-26,Joel Nathaniel Campbell Samuels,16871,0,31,False,2057979
701,13,13,125273,D. Colindres,Daniel,Colindres Solera,1985-01-10,Daniel Colindres Solera,16871,0,25,False,2057979
702,14,14,20941,A. Ljajić,Adem,Ljajić,1991-09-29,Adem Ljajić,17322,0,72,True,2057979
703,15,15,127530,D. Tošić,Duško,Tošić,1985-01-19,Duško Tošić,17322,0,85,True,2057979
704,16,16,383,D. Tadić,Dušan,Tadić,1988-11-20,Dušan Tadić,17322,0,100,True,2057979
705,17,17,127537,L. Milivojević,Luka,Milivojević,1991-04-07,Luka Milivojević,17322,0,100,True,2057979
706,18,18,7891,B. Ivanović,Branislav,Ivanović,1984-02-22,Branislav Ivanović,17322,0,100,True,2057979
707,19,19,265865,S. Milinković-Savić,Sergej,Milinković-Savić,1995-02-27,Sergej Milinković-Savić,17322,0,100,True,2057979
708,20,20,424241,N. Milenković,Nikola,Milenković,1997-10-12,Nikola Milenković,17322,0,100,True,2057979
709,21,21,8306,A. Kolarov,Aleksandar,Kolarov,1985-11-10,Aleksandar Kolarov,17322,0,100,True,2057979
710,22,22,70122,N. Matić,Nemanja,Matić,1988-08-01,Nemanja Matić,17322,0,100,True,2057979
711,23,23,128214,A. Mitrović,Aleksandar,Mitrović,1994-09-16,Aleksandar Mitrović,17322,0,92,True,2057979
712,24,24,127671,V. Stojković,Vladimir,Stojković,1983-07-28,Vladimir Stojković,17322,0,100,True,2057979
713,25,25,127796,F. Kostić,Filip,Kostić,1992-11-01,Filip Kostić,17322,0,28,False,2057979
714,26,26,15214,A. Rukavina,Antonio,Rukavina,1984-01-26,Antonio Rukavina,17322,0,15,False,2057979
715,27,27,50411,A. Prijović,Aleksandar,Prijović,1990-04-21,Aleksandar Prijović,17322,0,8,False,2057979
716,8,8,55982,B. Oviedo,Bryan,Oviedo,1990-02-18,Bryan Oviedo,16871,0,99,True,2057980
717,13,13,125268,Y. Tejeda,Yeltsin Ignacio,Tejeda Valverde,1992-03-17,Yeltsin Ignacio Tejeda Valverde,16871,0,15,False,2057980
718,21,21,40707,Fágner,Fágner,Conserva Lemos,1989-06-11,Fágner Conserva Lemos,6380,0,99,True,2057980
719,25,25,105334,Douglas Costa,Douglas ,Costa de Souza,1990-09-14,Douglas  Costa de Souza,6380,0,52,False,2057980
720,12,12,237274,N. Radonjić,Nemanja,Radonjić,1996-02-15,Nemanja Radonjić,17322,0,15,False,2057981
721,24,24,15199,M. Gavranović,Mario,Gavranović,1989-11-24,Mario Gavranović,6697,0,50,False,2057981
722,26,26,50023,J. Drmic,Josip,Drmic,1992-08-08,Josip Drmic,6697,0,2,False,2057981
723,9,9,11095,M. Veljkovic,Milos,Veljkovic,1995-09-26,Milos Veljkovic,17322,0,95,True,2057982
724,11,11,140085,A. Živković,Andrija,Živković,1996-07-11,Andrija Živković,17322,0,18,False,2057982
725,13,13,258264,L. Jović,Luka,Jović,1997-12-23,Luka Jović,17322,0,4,False,2057982
726,25,25,3434,Filipe Luis,Filipe Luis,Kasmirski,1985-08-09,Filipe Luis Kasmirski,6380,0,85,False,2057982
727,7,7,125575,K. Waston,Kendall Jamaal,Waston Manley,1988-01-01,Kendall Jamaal Waston Manley,16871,0,96,True,2057983
728,11,11,59126,R. Wallace,Rodney,Wallace Burns,1988-06-17,Rodney Wallace Burns,16871,0,14,False,2057983
729,12,12,373441,I. Smith,Ian Rey,Smith Quiros,1998-03-06,Ian Rey Smith Quiros,16871,0,2,False,2057983
