,Unnamed: 0.2,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_contribution_value,statistic_rating_contribution_value
25,746,36660.0,0.0,0.0,29.0,29.0,3794686.0,785.0,16527.0,Mislav Oršić,,18.0,False,0.0,Substitute,62.0,221174.0,M. Oršić,Mislav Oršić,1992-12-29,26.0,152.4,68.9,LM,Croatia,73.0,74.0,4800000.0,1000.0,Right,2.0,4.0,3.0,High/ High,Lean,10800000.0,Dinamo Zagreb,72.0,LM,99.0,2018-07-01,2022,,,,,69.0,72.0,41.0,67.0,68.0,75.0,74.0,72.0,67.0,71.0,85.0,90.0,88.0,70.0,85.0,79.0,54.0,71.0,57.0,74.0,40.0,41.0,73.0,63.0,68.0,71.0,41.0,41.0,42.0,8.0,13.0,6.0,15.0,14.0,,"Finesse Shot,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only)",70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,71+2,71+2,71+2,72+2,66+2,66+2,66+2,72+2,60+2,55+2,55+2,55+2,60+2,57+2,47+2,47+2,47+2,57+2,98.0,26.628403963583786,24.454656701250418
26,942,25110.0,0.0,0.0,2.0,2.0,3753981.0,59.0,3450.0,Jordan Ayew,,19.0,True,21.0,Left Wing,94.0,197756.0,J. Ayew,Jordan Ayew,1991-09-11,27.0,182.88,81.2,ST,Ghana,76.0,76.0,8500000.0,31000.0,Right,2.0,3.0,4.0,Medium/ High,Normal,,Crystal Palace,77.0,RS,14.0,,"Jun 30, 2019",,,,,70.0,75.0,76.0,73.0,71.0,77.0,75.0,69.0,60.0,76.0,76.0,77.0,78.0,76.0,75.0,76.0,70.0,79.0,70.0,72.0,68.0,40.0,74.0,69.0,74.0,69.0,36.0,52.0,35.0,6.0,8.0,7.0,16.0,8.0,,"Selfish,Flair,Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only)",75+2,75+2,75+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,69+2,69+2,69+2,73+2,61+2,59+2,59+2,59+2,61+2,59+2,56+2,56+2,56+2,59+2,69.0,18.451727007239363,24.067470009442648
27,763,35381.0,0.0,0.0,11.0,11.0,3788754.0,773.0,7796.0,Silvan Widmer,,3.0,False,0.0,Substitute,36.0,235815.0,S. Sidler,Silvan Sidler,1998-07-07,20.0,185.42,72.1,"LB,RB",Switzerland,59.0,72.0,260000.0,1000.0,Right,1.0,4.0,2.0,Medium/ Medium,Lean,540000.0,FC Luzern,66.0,LB,34.0,2016-07-01,2022,,,,,52.0,49.0,55.0,59.0,40.0,62.0,45.0,37.0,55.0,56.0,69.0,62.0,64.0,53.0,60.0,43.0,66.0,64.0,55.0,41.0,51.0,52.0,47.0,46.0,38.0,46.0,55.0,62.0,61.0,6.0,8.0,6.0,9.0,10.0,,,52+2,52+2,52+2,55+2,53+2,53+2,53+2,55+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,56+2,57+2,56+2,56+2,56+2,57+2,58+2,56+2,56+2,56+2,58+2,184.0,48.9646557510126,23.950103356473555
28,413,52589.0,0.0,0.0,28.0,28.0,3857271.0,797.0,124161.0,Mehdi Torabi,,16.0,False,0.0,Substitute,41.0,201845.0,M. Terki,Mehdi Terki,1991-09-27,27.0,187.96,87.1,"CDM,RM,CAM",Algeria,67.0,69.0,775000.0,5000.0,Right,1.0,4.0,3.0,Medium/ High,Normal,1200000.0,Sporting Lokeren,68.0,RM,14.0,2016-02-01,2020,,,,,59.0,54.0,55.0,67.0,47.0,72.0,48.0,44.0,62.0,67.0,66.0,67.0,66.0,67.0,72.0,56.0,65.0,72.0,75.0,52.0,74.0,68.0,65.0,64.0,53.0,76.0,68.0,62.0,57.0,7.0,13.0,8.0,9.0,7.0,,"Flair,Technical Dribbler (CPU AI Only)",61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,64+2,65+2,65+2,65+2,64+2,68.0,17.780949207691812,23.533609245474455
29,750,36494.0,0.0,0.0,12.0,12.0,3788773.0,780.0,12169.0,João Maria Lobo Alves Palhinha Gonçalves,João Palhinha,26.0,False,0.0,Substitute,55.0,229391.0,Palhinha,João Maria Lobo Alves Palhinha Gonçalves,1995-07-09,23.0,190.5,82.1,"CDM,CM",Portugal,75.0,82.0,8000000.0,10000.0,Right,1.0,4.0,2.0,Medium/ Medium,Normal,,SC Braga,76.0,SUB,60.0,,"Jun 30, 2020",,,,,44.0,38.0,69.0,76.0,49.0,68.0,40.0,45.0,73.0,75.0,52.0,51.0,50.0,75.0,44.0,59.0,80.0,55.0,86.0,53.0,78.0,78.0,47.0,68.0,56.0,79.0,77.0,77.0,67.0,14.0,10.0,8.0,7.0,7.0,,,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,64+2,64+2,64+2,61+2,69+2,69+2,69+2,61+2,66+2,74+2,74+2,74+2,66+2,67+2,75+2,75+2,75+2,67+2,45.0,11.71636787387084,23.43273574774168
30,1226,5626.0,0.0,0.0,7.0,7.0,22912.0,38.0,3308.0,Kieran Trippier,,2.0,True,2.0,Right Back,97.0,186345.0,K. Trippier,Kieran Trippier,1990-09-19,28.0,152.4,72.1,"RB,RWB",England,82.0,82.0,18500000.0,99000.0,Right,2.0,4.0,3.0,High/ Medium,Normal,34200000.0,Tottenham Hotspur,83.0,RB,2.0,2015-06-19,2022,England,82.0,SUB,12.0,91.0,48.0,73.0,79.0,54.0,75.0,87.0,83.0,78.0,81.0,76.0,75.0,74.0,80.0,74.0,75.0,73.0,88.0,65.0,70.0,70.0,79.0,75.0,80.0,66.0,73.0,77.0,82.0,79.0,11.0,14.0,8.0,11.0,10.0,#Crosser,"Long Throw-in,Injury Free,Early Crosser",70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,75+2,75+2,75+2,77+2,78+2,78+2,78+2,77+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,147.0,37.67674419416527,23.067394404590985
31,1107,11499.0,0.0,0.0,5.0,5.0,267076.0,220.0,5456.0,Mateo Kovačić,,16.0,True,11.0,Left Defensive Midfield,85.0,207410.0,M. Kovačić,Mateo Kovačić,1994-05-06,24.0,175.26,78.0,CM,Croatia,83.0,89.0,35000000.0,165000.0,Right,3.0,4.0,4.0,High/ High,Normal,,Chelsea,83.0,SUB,17.0,,"Jun 30, 2019",,,,,73.0,62.0,42.0,87.0,76.0,88.0,78.0,68.0,82.0,89.0,84.0,74.0,85.0,74.0,85.0,79.0,63.0,82.0,65.0,75.0,77.0,76.0,71.0,88.0,59.0,81.0,69.0,74.0,63.0,9.0,5.0,6.0,7.0,7.0,"#Dribbler,#Playmaker  ,#Complete Midfielder","Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",71+3,71+3,71+3,79+3,78+3,78+3,78+3,79+3,82+3,82+3,82+3,80+3,82+3,82+3,82+3,80+3,76+3,78+3,78+3,78+3,76+3,74+3,69+3,69+3,69+3,74+3,576.0,147.4866789226588,23.044793581665438
32,1187,7508.0,0.0,0.0,10.0,10.0,266033.0,207.0,7005.0,João Pedro Cavaco Cancelo,João Cancelo,2.0,True,17.0,Right Wing,97.0,210514.0,João Cancelo,João Pedro Cavaco Cancelo,1994-05-27,24.0,182.88,73.9,RB,Portugal,83.0,89.0,29500000.0,105000.0,Right,2.0,3.0,4.0,High/ Medium,Lean,54600000.0,Juventus,85.0,RB,20.0,2018-07-01,2023,Portugal,82.0,RB,2.0,86.0,58.0,64.0,79.0,62.0,85.0,83.0,69.0,75.0,84.0,91.0,91.0,78.0,83.0,74.0,80.0,73.0,90.0,66.0,66.0,73.0,77.0,78.0,74.0,46.0,77.0,79.0,79.0,79.0,6.0,9.0,15.0,14.0,14.0,"#Speedster,#Crosser",Technical Dribbler (CPU AI Only),74+2,74+2,74+2,80+2,78+2,78+2,78+2,80+2,78+2,78+2,78+2,81+2,78+2,78+2,78+2,81+2,82+2,78+2,78+2,78+2,82+2,81+2,75+2,75+2,75+2,81+2,301.0,76.41792870869274,22.849214564060954
33,410,52720.0,0.0,0.0,18.0,18.0,3857272.0,1839.0,8526.0,Weston McKennie,,8.0,True,12.0,Right Midfield,77.0,238744.0,W. McKennie,Weston McKennie,1998-08-28,20.0,185.42,83.9,"CM,CDM,CAM,RM",United States,75.0,85.0,10500000.0,13000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,20000000.0,FC Schalke 04,78.0,SUB,2.0,2017-07-01,2022,United States,74.0,LCM,8.0,56.0,56.0,76.0,76.0,49.0,74.0,56.0,55.0,67.0,75.0,65.0,66.0,68.0,77.0,68.0,73.0,85.0,83.0,82.0,67.0,82.0,75.0,73.0,74.0,58.0,68.0,75.0,76.0,70.0,7.0,9.0,12.0,9.0,11.0,,Giant Throw-in,70+2,70+2,70+2,69+2,71+2,71+2,71+2,69+2,71+2,71+2,71+2,70+2,73+2,73+2,73+2,70+2,72+2,75+2,75+2,75+2,72+2,72+2,76+2,76+2,76+2,72+2,216.0,54.42302029620197,22.676258456750823
34,1344,1320.0,0.0,0.0,15.0,15.0,16056.0,218.0,5214.0,William Silva de Carvalho,William Carvalho,14.0,True,11.0,Left Defensive Midfield,95.0,207566.0,William Carvalho,William Silva de Carvalho,1992-04-07,26.0,187.96,83.0,"CDM,CM",Portugal,83.0,86.0,27000000.0,35000.0,Right,3.0,4.0,3.0,Medium/ Medium,Normal,58700000.0,Real Betis,80.0,CDM,14.0,2018-07-13,2023,Portugal,82.0,CDM,14.0,68.0,52.0,73.0,81.0,50.0,78.0,79.0,50.0,84.0,80.0,62.0,67.0,51.0,75.0,51.0,70.0,69.0,85.0,92.0,59.0,78.0,81.0,64.0,81.0,60.0,89.0,82.0,83.0,67.0,6.0,6.0,5.0,14.0,14.0,#Strength,"Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",68+3,68+3,68+3,70+3,71+3,71+3,71+3,70+3,73+3,73+3,73+3,73+3,78+3,78+3,78+3,73+3,76+3,80+3,80+3,80+3,76+3,75+3,79+3,79+3,79+3,75+3,144.0,36.215598426555765,22.634749016597354
35,1288,2794.0,0.0,0.0,17.0,17.0,16196.0,220.0,5463.0,Luka Modrić,,10.0,True,13.0,Right Center Midfield,94.0,235164.0,L. Mora,Luca Mora,1988-05-10,30.0,182.88,79.8,CM,Italy,69.0,69.0,975000.0,3000.0,Left,1.0,3.0,3.0,Medium/ Medium,Normal,1500000.0,Spezia,67.0,LCM,6.0,2018-01-24,2020,,,,,70.0,55.0,60.0,72.0,71.0,64.0,59.0,64.0,69.0,72.0,60.0,65.0,60.0,68.0,74.0,65.0,41.0,75.0,68.0,66.0,61.0,51.0,68.0,70.0,61.0,65.0,52.0,63.0,58.0,11.0,13.0,13.0,12.0,14.0,,,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,64+2,64+2,64+2,64+2,64+2,63+2,59+2,59+2,59+2,63+2,602.0,151.30164129416215,22.6198467051073
36,875,29188.0,0.0,0.0,23.0,23.0,3754059.0,27.0,8400.0,Serge Gnabry,,31.0,False,0.0,Substitute,18.0,206113.0,S. Gnabry,Serge Gnabry,1995-07-14,23.0,175.26,74.8,"LM,RM,CAM,LW",Germany,83.0,87.0,34000000.0,85000.0,Right,2.0,4.0,4.0,High/ Medium,Normal,58700000.0,FC Bayern München,85.0,RM,22.0,2017-07-01,2020,Germany,85.0,ST,6.0,74.0,81.0,46.0,79.0,83.0,87.0,64.0,62.0,68.0,83.0,92.0,90.0,86.0,81.0,88.0,85.0,64.0,68.0,68.0,81.0,63.0,38.0,80.0,74.0,68.0,74.0,45.0,48.0,45.0,14.0,10.0,10.0,9.0,7.0,"#Speedster,#Dribbler,#Acrobat","Injury Prone,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",78+2,78+2,78+2,82+2,81+2,81+2,81+2,82+2,81+2,81+2,81+2,80+2,74+2,74+2,74+2,80+2,65+2,62+2,62+2,62+2,65+2,62+2,54+2,54+2,54+2,62+2,196.0,48.548738141258205,22.29278792200632
37,901,27317.0,0.0,0.0,9.0,9.0,3753999.0,23.0,7745.0,Steven Berghuis,,20.0,False,0.0,Substitute,26.0,225953.0,S. Bergwijn,Steven Bergwijn,1997-10-08,21.0,152.4,78.0,"LW,RW",Netherlands,80.0,86.0,20500000.0,18000.0,Right,1.0,2.0,4.0,Medium/ Medium,Stocky,32800000.0,PSV,76.0,LW,17.0,2014-07-01,2022,Netherlands,81.0,SUB,22.0,73.0,74.0,55.0,76.0,67.0,87.0,76.0,66.0,53.0,84.0,88.0,89.0,79.0,71.0,89.0,78.0,71.0,78.0,79.0,74.0,44.0,30.0,77.0,75.0,59.0,76.0,47.0,31.0,26.0,11.0,14.0,12.0,14.0,13.0,#Dribbler,"Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",76+2,76+2,76+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,69+2,69+2,69+2,78+2,61+2,55+2,55+2,55+2,61+2,56+2,49+2,49+2,49+2,56+2,139.0,34.3247250913994,22.2246421455104
38,734,37221.0,0.0,0.0,23.0,23.0,3802643.0,131.0,5245.0,Achraf Hakimi Mouh,Achraf Hakimi,2.0,True,7.0,Right Wing Back,90.0,235212.0,A. Hakimi,Achraf Hakimi Mouh,1998-11-04,20.0,154.94,73.0,"RB,LB",Morocco,78.0,86.0,12500000.0,49000.0,Right,1.0,2.0,3.0,High/ Medium,Normal,,Borussia Dortmund,81.0,RB,5.0,,"Jun 30, 2020",,,,,76.0,59.0,64.0,77.0,48.0,78.0,65.0,55.0,68.0,78.0,89.0,91.0,75.0,77.0,75.0,75.0,72.0,84.0,73.0,62.0,67.0,71.0,71.0,63.0,46.0,72.0,74.0,73.0,75.0,10.0,8.0,14.0,6.0,8.0,#Speedster,,71+2,71+2,71+2,75+2,73+2,73+2,73+2,75+2,73+2,73+2,73+2,76+2,72+2,72+2,72+2,76+2,77+2,73+2,73+2,73+2,77+2,76+2,72+2,72+2,72+2,76+2,581.0,141.1590078518508,21.866283488238505
39,476,49925.0,0.0,0.0,25.0,25.0,3837947.0,168.0,31029.0,Salis Abdul Samed,,26.0,True,9.0,Right Defensive Midfield,18.0,245424.0,S. Al Saeed,Saleh Al Saeed,1998-12-04,20.0,172.72,64.9,CM,Saudi Arabia,50.0,67.0,60000.0,1000.0,Right,1.0,3.0,2.0,High/ Medium,Lean,137000.0,Al Taawoun,67.0,RES,44.0,2018-07-28,2021,,,,,33.0,35.0,43.0,57.0,31.0,46.0,36.0,34.0,50.0,55.0,64.0,63.0,56.0,49.0,80.0,40.0,63.0,44.0,40.0,34.0,51.0,42.0,44.0,50.0,44.0,45.0,37.0,44.0,48.0,15.0,7.0,9.0,10.0,12.0,,,45+2,45+2,45+2,48+2,48+2,48+2,48+2,48+2,50+2,50+2,50+2,49+2,49+2,49+2,49+2,49+2,46+2,47+2,47+2,47+2,46+2,47+2,45+2,45+2,45+2,47+2,172.0,41.13758943547384,21.52548284414329
40,1337,1533.0,0.0,0.0,16.0,16.0,16073.0,212.0,5199.0,Jorge Resurrección Merodio,Koke,6.0,True,12.0,Right Midfield,96.0,193747.0,Koke,Jorge Resurrección Merodio,1992-01-08,27.0,175.26,73.9,"LM,CM,RM",Spain,85.0,85.0,41500000.0,88000.0,Right,3.0,4.0,3.0,High/ High,Normal,85100000.0,Atlético Madrid,84.0,RM,6.0,2011-01-01,2019,Spain,85.0,SUB,8.0,86.0,72.0,61.0,89.0,56.0,80.0,85.0,76.0,87.0,85.0,71.0,68.0,74.0,87.0,82.0,84.0,63.0,92.0,77.0,81.0,76.0,72.0,82.0,87.0,59.0,84.0,73.0,73.0,64.0,14.0,12.0,5.0,10.0,13.0,"#Playmaker  ,#Engine,#Crosser,#Complete Midfielder","Playmaker (CPU AI Only),Team Player",77+3,77+3,77+3,80+3,80+3,80+3,80+3,80+3,82+3,82+3,82+3,82+3,84+3,84+3,84+3,82+3,78+3,80+3,80+3,80+3,78+3,76+3,72+3,72+3,72+3,76+3,35.0,8.365066938005423,21.51017212629966
41,1408,55.0,0.0,0.0,8.0,8.0,15946.0,217.0,5503.0,Lionel Andrés Messi Cuccittini,Lionel Messi,10.0,True,24.0,Left Center Forward,92.0,158023.0,L. Messi,Lionel Andrés Messi Cuccittini,1987-06-24,31.0,170.18,72.1,"CF,RW,ST",Argentina,94.0,94.0,110500000.0,565000.0,Left,5.0,4.0,4.0,Medium/ Low,Messi,226500000.0,FC Barcelona,86.0,RW,10.0,2004-07-01,2021,Argentina,82.0,RF,10.0,86.0,95.0,70.0,92.0,86.0,97.0,93.0,94.0,89.0,96.0,91.0,86.0,93.0,95.0,95.0,85.0,68.0,72.0,66.0,94.0,48.0,22.0,94.0,94.0,75.0,96.0,33.0,28.0,26.0,6.0,11.0,15.0,14.0,8.0,"#Dribbler,#Distance Shooter,#Crosser,#FK Specialist,#Acrobat,#Clinical Finisher,#Complete Forward","Finesse Shot,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Playmaker (CPU AI Only),One Club Player,Team Player,Chip Shot (CPU AI Only)",89+2,89+2,89+2,93+2,93+2,93+2,93+2,93+2,93+2,93+2,93+2,91+2,85+2,85+2,85+2,91+2,64+2,61+2,61+2,61+2,64+2,59+2,48+2,48+2,48+2,59+2,687.0,162.10109932678594,21.23595187687152
42,1078,12529.0,0.0,0.0,22.0,22.0,303377.0,217.0,8118.0,Frenkie de Jong,,21.0,True,13.0,Right Center Midfield,96.0,228702.0,F. de Jong,Frenkie de Jong,1997-05-12,21.0,154.94,69.9,"CM,CDM,CB",Netherlands,82.0,89.0,31000000.0,20000.0,Right,1.0,3.0,4.0,Medium/ Medium,Lean,49600000.0,Ajax,78.0,LDM,21.0,2015-08-25,2022,Netherlands,81.0,LDM,7.0,75.0,52.0,64.0,87.0,64.0,86.0,82.0,64.0,82.0,88.0,80.0,78.0,84.0,83.0,78.0,68.0,76.0,74.0,69.0,57.0,64.0,78.0,66.0,85.0,45.0,86.0,69.0,73.0,70.0,7.0,13.0,10.0,10.0,9.0,#Dribbler,"Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",70+2,70+2,70+2,77+2,76+2,76+2,76+2,77+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,77+2,78+2,78+2,78+2,77+2,76+2,72+2,72+2,72+2,76+2,386.0,89.73361355883469,20.922345130298243
43,1286,2844.0,0.0,0.0,21.0,21.0,16196.0,220.0,5719.0,Marco Asensio Willemsen,,20.0,False,0.0,Substitute,34.0,220834.0,Marco Asensio,Marco Asensio Willemsen,1996-01-21,23.0,182.88,76.2,"LW,RW",Spain,84.0,89.0,41500000.0,195000.0,Left,3.0,3.0,4.0,High/ Medium,Normal,88200000.0,Real Madrid,86.0,SUB,20.0,2015-07-01,2023,Spain,85.0,RW,10.0,82.0,80.0,57.0,83.0,79.0,85.0,83.0,76.0,81.0,85.0,85.0,82.0,79.0,82.0,76.0,86.0,58.0,76.0,61.0,88.0,45.0,45.0,82.0,82.0,62.0,83.0,40.0,42.0,39.0,13.0,9.0,6.0,12.0,10.0,#Distance Shooter,"Long Shot Taker (CPU AI Only),Takes Finesse Free Kicks",79+3,79+3,79+3,83+3,82+3,82+3,82+3,83+3,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3,181.0,42.02851394715107,20.89815610631821
44,769,34996.0,0.0,0.0,3.0,3.0,3788752.0,780.0,5204.0,Bruno Miguel Borges Fernandes,Bruno Fernandes,11.0,True,19.0,Center Attacking Midfield,89.0,212198.0,Bruno Fernandes,Bruno Miguel Borges Fernandes,1994-09-08,24.0,152.4,68.9,"CAM,CM",Portugal,84.0,88.0,40500000.0,22000.0,Right,2.0,3.0,4.0,High/ High,Lean,84000000.0,Portugal,82.0,SUB,16.0,,,Sporting CP,78.0,LCM,8.0,84.0,74.0,58.0,85.0,84.0,83.0,86.0,85.0,84.0,86.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,91.0,67.0,88.0,66.0,71.0,81.0,86.0,82.0,84.0,66.0,66.0,57.0,12.0,14.0,15.0,8.0,14.0,"#Engine,#Distance Shooter","Injury Free,Flair,Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",78+2,78+2,78+2,82+2,82+2,82+2,82+2,82+2,83+2,83+2,83+2,83+2,83+2,83+2,83+2,83+2,77+2,76+2,76+2,76+2,77+2,74+2,68+2,68+2,68+2,74+2,292.0,67.76886630389879,20.887664271749628
45,774,34729.0,0.0,0.0,1.0,1.0,3788751.0,771.0,3009.0,Kylian Mbappé Lottin,Kylian Mbappé,10.0,True,21.0,Left Wing,99.0,231747.0,K. Mbappé,Kylian Mbappé,1998-12-20,20.0,152.4,73.0,"RW,ST,RM",France,88.0,95.0,81000000.0,100000.0,Right,3.0,4.0,5.0,High/ Medium,Lean,166100000.0,Paris Saint-Germain,84.0,LS,7.0,2018-07-01,2022,France,84.0,RM,10.0,77.0,88.0,77.0,82.0,78.0,90.0,77.0,63.0,73.0,91.0,96.0,96.0,92.0,87.0,83.0,79.0,75.0,83.0,71.0,78.0,62.0,38.0,88.0,82.0,70.0,86.0,34.0,34.0,32.0,13.0,5.0,7.0,11.0,6.0,"#Speedster,#Dribbler,#Acrobat","Finesse Shot,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",85+3,85+3,85+3,87+3,87+3,87+3,87+3,87+3,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,66+3,62+3,62+3,62+3,66+3,62+3,54+3,54+3,54+3,62+3,546.0,125.62118242138783,20.706788311217775
46,1287,2817.0,0.0,0.0,19.0,19.0,16196.0,220.0,5539.0,Carlos Henrique Casimiro,Casemiro,14.0,True,10.0,Center Defensive Midfield,75.0,200145.0,Casemiro,Carlos Henrique Venancio Casimiro,1992-02-23,27.0,185.42,83.9,CDM,Brazil,87.0,89.0,50500000.0,240000.0,Right,3.0,3.0,2.0,Medium/ High,Normal,107300000.0,Real Madrid,86.0,CDM,14.0,2013-07-11,2021,,,,,58.0,64.0,76.0,83.0,61.0,69.0,63.0,74.0,82.0,78.0,61.0,66.0,62.0,86.0,66.0,86.0,88.0,87.0,89.0,81.0,89.0,86.0,69.0,77.0,66.0,84.0,84.0,87.0,86.0,13.0,14.0,16.0,12.0,12.0,"#Tackling ,#Tactician ,#Strength,#Complete Defender","Power Free-Kick,Dives Into Tackles (CPU AI Only),Long Shot Taker (CPU AI Only)",74+3,74+3,74+3,71+3,74+3,74+3,74+3,71+3,75+3,75+3,75+3,72+3,79+3,79+3,79+3,72+3,78+3,84+3,84+3,84+3,78+3,79+3,84+3,84+3,84+3,79+3,322.0,73.3068698596148,20.489497786848858
47,411,52644.0,0.0,0.0,17.0,17.0,3857272.0,1839.0,8246.0,Christian Pulisic,,10.0,True,16.0,Left Midfield,95.0,201939.0,C. Piccini,Cristiano Piccini,1992-09-26,26.0,187.96,78.9,"RB,RWB",Italy,77.0,79.0,9000000.0,29000.0,Right,1.0,2.0,3.0,Medium/ High,Normal,19600000.0,Valencia CF,80.0,RB,21.0,2018-07-23,2022,,,,,73.0,32.0,66.0,71.0,34.0,73.0,64.0,37.0,62.0,74.0,76.0,78.0,66.0,77.0,65.0,68.0,70.0,78.0,78.0,35.0,74.0,78.0,66.0,57.0,35.0,77.0,74.0,80.0,78.0,8.0,9.0,5.0,7.0,11.0,,Injury Prone,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,69+2,67+2,67+2,67+2,69+2,75+2,73+2,73+2,73+2,75+2,76+2,75+2,75+2,75+2,76+2,243.0,54.897811931434475,20.332522937568324
48,464,50388.0,0.0,0.0,23.0,23.0,3857254.0,777.0,30681.0,Ali Abdi,,24.0,True,8.0,Left Wing Back,101.0,223198.0,A. Adnan,Ali Adnan,1993-12-19,25.0,185.42,69.9,"LM,LB",Iraq,72.0,75.0,3900000.0,16000.0,Left,1.0,3.0,4.0,High/ Medium,Normal,,Atalanta,76.0,SUB,53.0,,"Jun 30, 2019",,,,,74.0,56.0,62.0,70.0,56.0,77.0,66.0,74.0,68.0,73.0,76.0,76.0,73.0,71.0,60.0,86.0,66.0,78.0,76.0,74.0,74.0,68.0,66.0,60.0,66.0,70.0,65.0,71.0,70.0,12.0,13.0,16.0,8.0,10.0,,"Long Throw-in,Power Free-Kick,Speed Dribbler (CPU AI Only)",69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,71+2,69+2,69+2,69+2,71+2,71+2,70+2,70+2,70+2,71+2,71+2,69+2,69+2,69+2,71+2,121.0,27.141567273791683,20.18794260034092
49,743,36750.0,0.0,0.0,0.0,0.0,3794691.0,771.0,2972.0,Marcus Thuram,,26.0,False,0.0,Substitute,10.0,228093.0,M. Thuram,Marcus Thuram,1997-08-06,21.0,193.04,88.0,"LM,ST",France,75.0,83.0,10000000.0,16000.0,Right,1.0,3.0,3.0,High/ Low,Normal,22000000.0,En Avant de Guingamp,73.0,LM,11.0,2017-07-06,2020,,,,,67.0,74.0,73.0,74.0,66.0,77.0,40.0,30.0,63.0,75.0,83.0,84.0,71.0,70.0,54.0,79.0,65.0,70.0,84.0,70.0,53.0,45.0,74.0,69.0,65.0,69.0,43.0,46.0,37.0,11.0,13.0,14.0,9.0,15.0,,,75+2,75+2,75+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,61+2,59+2,59+2,59+2,61+2,59+2,56+2,56+2,56+2,59+2,100.0,22.356403863446083,20.120763477101477
50,408,52740.0,0.0,0.0,21.0,21.0,3857272.0,1839.0,12751.0,Tyler Adams,,4.0,True,9.0,Right Defensive Midfield,95.0,226093.0,C. Adams,Che Adams,1996-07-13,22.0,152.4,66.2,ST,England,73.0,80.0,5500000.0,19000.0,Right,1.0,4.0,3.0,High/ Medium,Stocky,11600000.0,Birmingham City,70.0,RS,9.0,2016-08-08,2022,,,,,55.0,76.0,54.0,66.0,58.0,72.0,63.0,59.0,53.0,73.0,87.0,87.0,79.0,68.0,74.0,78.0,76.0,75.0,77.0,72.0,74.0,36.0,73.0,62.0,67.0,67.0,33.0,42.0,36.0,16.0,13.0,12.0,15.0,9.0,,Beat Offside Trap,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,70+2,64+2,64+2,64+2,70+2,57+2,55+2,55+2,55+2,57+2,55+2,51+2,51+2,51+2,55+2,304.0,67.81027828742171,20.075411335091953
