,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_contribution_value,statistic_rating_contribution_value
67,1510,0,0,16.0,16.0,3754015.0,36.0,3089.0,Kevin De Bruyne,,17.0,True,17.0,Right Wing,94.0,192985.0,K. De Bruyne,Kevin De Bruyne,1991-06-28,27.0,154.94,69.9,"CAM,CM",Belgium,91.0,92.0,102000000.0,355000.0,Right,4.0,5.0,4.0,High/ High,Normal,196400000.0,Manchester City,85.0,RCM,17.0,2015-08-30,2023,Belgium,85.0,RCM,7.0,93.0,82.0,55.0,92.0,82.0,86.0,85.0,83.0,91.0,91.0,78.0,76.0,79.0,91.0,77.0,91.0,63.0,89.0,75.0,91.0,76.0,61.0,87.0,94.0,79.0,90.0,68.0,58.0,51.0,15.0,13.0,5.0,10.0,13.0,"#Dribbler,#Playmaker  ,#Engine,#Distance Shooter,#Crosser,#Complete Midfielder","Leadership,Early Crosser,Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",82+3,82+3,82+3,87+3,87+3,87+3,87+3,87+3,88+3,88+3,88+3,88+3,87+3,87+3,87+3,88+3,77+3,77+3,77+3,77+3,77+3,73+3,66+3,66+3,66+3,73+3,196.0,51.912561406745695,23.837400645954656
68,2929,0,0,18.0,18.0,3857272.0,1839.0,8526.0,Weston McKennie,,8.0,True,12.0,Right Midfield,77.0,238744.0,W. McKennie,Weston McKennie,1998-08-28,20.0,185.42,83.9,"CM,CDM,CAM,RM",United States,75.0,85.0,10500000.0,13000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,20000000.0,FC Schalke 04,78.0,SUB,2.0,2017-07-01,2022,United States,74.0,LCM,8.0,56.0,56.0,76.0,76.0,49.0,74.0,56.0,55.0,67.0,75.0,65.0,66.0,68.0,77.0,68.0,73.0,85.0,83.0,82.0,67.0,82.0,75.0,73.0,74.0,58.0,68.0,75.0,76.0,70.0,7.0,9.0,12.0,9.0,11.0,,Giant Throw-in,70+2,70+2,70+2,69+2,71+2,71+2,71+2,69+2,71+2,71+2,71+2,70+2,73+2,73+2,73+2,70+2,72+2,75+2,75+2,75+2,72+2,72+2,76+2,76+2,76+2,72+2,216.0,56.861070223139414,23.692112592974755
69,1934,0,0,14.0,14.0,3788751.0,770.0,3167.0,Antonio Rüdiger,,2.0,True,5.0,Left Center Back,99.0,205452.0,A. Rüdiger,Antonio Rüdiger,1993-03-03,26.0,190.5,84.8,CB,Germany,82.0,84.0,22500000.0,110000.0,Right,2.0,3.0,2.0,Medium/ High,Lean,43300000.0,Chelsea,83.0,RCB,2.0,2017-07-09,2022,Germany,85.0,SUB,16.0,68.0,32.0,80.0,75.0,34.0,60.0,35.0,56.0,72.0,69.0,67.0,78.0,59.0,82.0,50.0,72.0,73.0,60.0,82.0,44.0,88.0,80.0,39.0,57.0,40.0,72.0,82.0,85.0,82.0,14.0,15.0,10.0,12.0,8.0,,,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,63+2,66+2,66+2,66+2,63+2,74+2,76+2,76+2,76+2,74+2,76+2,81+2,81+2,81+2,76+2,205.0,53.93009789239173,23.676628343001248
70,2007,0,0,24.0,24.0,3788764.0,770.0,6324.0,Leon Goretzka,,18.0,False,0.0,Substitute,22.0,209658.0,L. Goretzka,Leon Goretzka,1995-02-06,24.0,187.96,78.9,"CM,CAM,CDM",Germany,83.0,88.0,34000000.0,85000.0,Right,3.0,4.0,3.0,High/ High,Lean,58700000.0,FC Bayern München,85.0,SUB,18.0,2018-07-01,2022,Germany,85.0,SUB,14.0,75.0,73.0,80.0,84.0,68.0,81.0,76.0,75.0,79.0,83.0,84.0,79.0,76.0,84.0,70.0,78.0,74.0,86.0,72.0,80.0,80.0,82.0,79.0,82.0,60.0,80.0,72.0,76.0,74.0,13.0,8.0,15.0,11.0,9.0,#Engine,"Flair,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only)",78+3,78+3,78+3,80+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,79+3,79+3,79+3,79+3,79+3,79+3,77+3,77+3,77+3,79+3,76.0,19.83668190033339,23.490807513552696
71,2040,0,0,9.0,9.0,3788773.0,780.0,9927.0,Rúben Diogo Da Silva Neves,Rúben Neves,18.0,False,0.0,Substitute,23.0,224293.0,Rúben Neves,Rúben Diogo da Silva Neves,1997-03-13,21.0,154.94,79.8,CM,Portugal,81.0,87.0,24000000.0,63000.0,Right,2.0,3.0,4.0,Medium/ Medium,Normal,50400000.0,Wolverhampton Wanderers,76.0,CM,8.0,2017-07-08,2023,Portugal,82.0,LCM,5.0,77.0,64.0,51.0,84.0,77.0,74.0,82.0,83.0,86.0,81.0,64.0,64.0,65.0,78.0,70.0,84.0,68.0,78.0,70.0,83.0,82.0,75.0,63.0,85.0,67.0,83.0,69.0,74.0,69.0,16.0,12.0,10.0,8.0,10.0,,"Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",70+2,70+2,70+2,73+2,74+2,74+2,74+2,73+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,75+2,74+2,77+2,77+2,77+2,74+2,73+2,71+2,71+2,71+2,73+2,227.0,59.159489279339354,23.455304119561855
72,1469,0,0,3.0,3.0,3754003.0,39.0,3311.0,Daley Blind,,17.0,True,5.0,Left Center Back,95.0,190815.0,D. Blind,Daley Blind,1990-03-09,28.0,154.94,72.1,"CB,LB,CDM",Netherlands,80.0,81.0,13500000.0,22000.0,Left,3.0,4.0,3.0,High/ Medium,Normal,19900000.0,Ajax,78.0,LCB,17.0,2018-07-17,2022,Netherlands,81.0,LB,5.0,81.0,46.0,72.0,83.0,62.0,73.0,84.0,62.0,83.0,80.0,62.0,53.0,72.0,84.0,75.0,70.0,72.0,83.0,74.0,64.0,72.0,83.0,66.0,76.0,56.0,82.0,78.0,81.0,77.0,12.0,9.0,10.0,14.0,10.0,,"Early Crosser,Long Passer (CPU AI Only),Team Player",67+3,67+3,67+3,70+3,70+3,70+3,70+3,70+3,73+3,73+3,73+3,73+3,78+3,78+3,78+3,73+3,78+3,80+3,80+3,80+3,78+3,77+3,77+3,77+3,77+3,77+3,397.0,103.17967339864522,23.390857949315038
73,2864,0,0,6.0,6.0,3857262.0,791.0,23763.0,In-Beom Hwang,Hwang In-Beom,6.0,True,13.0,Right Center Midfield,98.0,228010.0,Hwang In Beom,황인범 In Beom Hwang,1996-09-20,22.0,152.4,69.9,"CM,CAM",Korea Republic,65.0,71.0,725000.0,2000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,1200000.0,Vancouver Whitecaps FC,67.0,LCM,4.0,2019-02-13,2020,,,,,47.0,64.0,36.0,67.0,46.0,63.0,48.0,37.0,60.0,67.0,66.0,64.0,56.0,73.0,73.0,69.0,56.0,77.0,60.0,63.0,64.0,60.0,63.0,60.0,42.0,61.0,52.0,45.0,49.0,7.0,12.0,11.0,9.0,8.0,,Long Shot Taker (CPU AI Only),62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,64+2,64+2,64+2,63+2,60+2,60+2,60+2,60+2,60+2,58+2,54+2,54+2,54+2,58+2,271.0,70.41259508035282,23.384256668751856
74,899,0,0,22.0,22.0,303377.0,217.0,8118.0,Frenkie de Jong,,21.0,True,13.0,Right Center Midfield,96.0,228702.0,F. de Jong,Frenkie de Jong,1997-05-12,21.0,154.94,69.9,"CM,CDM,CB",Netherlands,82.0,89.0,31000000.0,20000.0,Right,1.0,3.0,4.0,Medium/ Medium,Lean,49600000.0,Ajax,78.0,LDM,21.0,2015-08-25,2022,Netherlands,81.0,LDM,7.0,75.0,52.0,64.0,87.0,64.0,86.0,82.0,64.0,82.0,88.0,80.0,78.0,84.0,83.0,78.0,68.0,76.0,74.0,69.0,57.0,64.0,78.0,66.0,85.0,45.0,86.0,69.0,73.0,70.0,7.0,13.0,10.0,10.0,9.0,#Dribbler,"Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",70+2,70+2,70+2,77+2,76+2,76+2,76+2,77+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,77+2,78+2,78+2,78+2,77+2,76+2,72+2,72+2,72+2,76+2,386.0,99.94740787075233,23.303799762610645
75,2908,0,0,27.0,27.0,3857268.0,1833.0,29758.0,Sam Adekugbe,,3.0,False,0.0,Substitute,22.0,220028.0,S. Adekugbe,Sam Adekugbe,1995-01-16,24.0,175.26,74.8,LB,Canada,66.0,73.0,750000.0,1000.0,Left,1.0,2.0,3.0,High/ High,Lean,1100000.0,Vålerenga Fotball,65.0,LB,25.0,2018-01-08,2021,,,,,60.0,47.0,58.0,65.0,22.0,63.0,49.0,23.0,56.0,65.0,80.0,82.0,74.0,57.0,74.0,49.0,82.0,85.0,69.0,22.0,66.0,60.0,54.0,45.0,32.0,59.0,59.0,65.0,59.0,11.0,13.0,7.0,12.0,9.0,,,56+2,56+2,56+2,60+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,62+2,58+2,58+2,58+2,62+2,65+2,62+2,62+2,62+2,65+2,65+2,63+2,63+2,63+2,65+2,87.0,22.50337239723811,23.279350755763563
76,1794,0,0,20.0,20.0,3788744.0,773.0,5549.0,Manuel Obafemi Akanji,Manuel Akanji,5.0,True,5.0,Left Center Back,97.0,229237.0,M. Akanji,Manuel Obafemi Akanji,1995-07-19,23.0,187.96,84.8,CB,Switzerland,81.0,87.0,21000000.0,49000.0,Right,2.0,3.0,2.0,Medium/ High,Normal,39900000.0,Borussia Dortmund,81.0,RCB,16.0,2018-01-15,2022,Switzerland,77.0,LCB,5.0,51.0,36.0,75.0,78.0,40.0,67.0,42.0,27.0,76.0,75.0,72.0,86.0,69.0,81.0,66.0,58.0,78.0,76.0,84.0,45.0,75.0,79.0,33.0,66.0,40.0,76.0,82.0,84.0,80.0,10.0,9.0,13.0,6.0,9.0,,,60+2,60+2,60+2,63+2,62+2,62+2,62+2,63+2,65+2,65+2,65+2,66+2,70+2,70+2,70+2,66+2,75+2,78+2,78+2,78+2,75+2,76+2,80+2,80+2,80+2,76+2,291.0,74.99582606210873,23.19458538003363
77,433,0,0,20.0,20.0,18244.0,224.0,5743.0,Paulo Bruno Exequiel Dybala,Paulo Dybala,21.0,True,19.0,Center Attacking Midfield,79.0,211110.0,P. Dybala,Paulo Bruno Exequiel Dybala,1993-11-15,25.0,152.4,74.8,"CAM,RW",Argentina,89.0,94.0,89000000.0,205000.0,Left,3.0,3.0,4.0,Medium/ Medium,Normal,153500000.0,Juventus,85.0,RW,10.0,2015-07-01,2022,Argentina,82.0,LF,21.0,82.0,84.0,68.0,87.0,88.0,92.0,88.0,88.0,75.0,92.0,87.0,83.0,91.0,86.0,85.0,82.0,75.0,80.0,65.0,88.0,48.0,32.0,84.0,87.0,86.0,84.0,23.0,20.0,20.0,5.0,4.0,4.0,5.0,8.0,"#Dribbler,#Playmaker  ,#FK Specialist,#Acrobat,#Complete Midfielder","Avoids Using Weaker Foot,Finesse Shot,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Set Play Specialist,Takes Finesse Free Kicks",83+3,83+3,83+3,87+3,86+3,86+3,86+3,87+3,87+3,87+3,87+3,86+3,79+3,79+3,79+3,86+3,62+3,58+3,58+3,58+3,62+3,56+3,45+3,45+3,45+3,56+3,22.0,5.587515713633069,22.858018828498917
78,2368,0,0,16.0,16.0,3829413.0,131.0,3295.0,Thiago Emiliano da Silva,Thiago Silva,2.0,True,3.0,Right Center Back,96.0,164240.0,Thiago Silva,Thiago Emiliano da Silva,1984-09-22,34.0,182.88,82.1,CB,Brazil,88.0,88.0,24000000.0,165000.0,Right,4.0,3.0,2.0,Medium/ High,Normal,44400000.0,Paris Saint-Germain,84.0,RCB,2.0,2012-07-01,2020,,,,,60.0,38.0,81.0,80.0,63.0,62.0,61.0,64.0,80.0,80.0,70.0,72.0,68.0,82.0,68.0,71.0,90.0,74.0,82.0,68.0,76.0,89.0,59.0,72.0,60.0,86.0,88.0,89.0,85.0,9.0,12.0,5.0,9.0,10.0,"#Tackling ,#Tactician ","Leadership,Power Header",66+3,66+3,66+3,66+3,67+3,67+3,67+3,66+3,70+3,70+3,70+3,69+3,75+3,75+3,75+3,69+3,78+3,82+3,82+3,82+3,78+3,80+3,84+3,84+3,84+3,80+3,322.0,81.4013497533212,22.75193005527611
79,2932,0,0,22.0,22.0,3857272.0,1839.0,18242.0,Tim Ream,,13.0,True,5.0,Left Center Back,95.0,198261.0,T. Ream,Tim Ream,1987-10-05,31.0,187.96,79.8,CB,United States,71.0,71.0,1800000.0,29000.0,Left,1.0,3.0,2.0,Medium/ Medium,Normal,3300000.0,Fulham,76.0,LCB,13.0,2015-08-20,2020,,,,,61.0,40.0,68.0,75.0,51.0,67.0,65.0,52.0,69.0,71.0,55.0,66.0,68.0,71.0,72.0,48.0,74.0,67.0,72.0,40.0,63.0,67.0,40.0,67.0,49.0,82.0,70.0,72.0,67.0,15.0,14.0,15.0,8.0,10.0,,"Injury Free,Team Player",56+2,56+2,56+2,60+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,63+2,66+2,66+2,66+2,63+2,67+2,69+2,69+2,69+2,67+2,67+2,69+2,69+2,69+2,67+2,304.0,76.8401668187986,22.748733597670633
80,1759,0,0,2.0,2.0,3788743.0,782.0,3176.0,Thomas Meunier,,15.0,False,0.0,Substitute,69.0,209491.0,T. Meißner,Thomas Meißner,1991-03-26,27.0,190.5,82.1,CB,Germany,67.0,68.0,725000.0,3000.0,Right,1.0,3.0,2.0,Low/ Medium,Normal,1100000.0,Willem II,68.0,RCB,25.0,2018-07-01,2021,,,,,32.0,31.0,70.0,57.0,38.0,44.0,30.0,31.0,51.0,54.0,45.0,42.0,42.0,62.0,56.0,59.0,68.0,63.0,82.0,38.0,72.0,65.0,20.0,35.0,39.0,62.0,67.0,66.0,62.0,8.0,9.0,12.0,13.0,9.0,,,47+2,47+2,47+2,42+2,44+2,44+2,44+2,42+2,44+2,44+2,44+2,44+2,50+2,50+2,50+2,44+2,55+2,61+2,61+2,61+2,55+2,57+2,66+2,66+2,66+2,57+2,144.0,36.35710990387983,22.723193689924894
81,2117,0,0,20.0,20.0,3802683.0,129.0,7439.0,Axel Disasi,,6.0,True,5.0,Left Center Back,95.0,229942.0,A. Disasi,Axel Disasi,1998-03-11,20.0,190.5,86.2,CB,France,63.0,74.0,550000.0,2000.0,Right,1.0,2.0,2.0,Medium/ Medium,Normal,1200000.0,Stade de Reims,73.0,SUB,6.0,2017-11-20,2021,,,,,21.0,20.0,67.0,42.0,36.0,23.0,24.0,27.0,41.0,41.0,55.0,53.0,36.0,53.0,31.0,54.0,62.0,52.0,90.0,14.0,62.0,58.0,23.0,28.0,36.0,52.0,60.0,64.0,59.0,12.0,8.0,11.0,8.0,6.0,#Strength,,41+2,41+2,41+2,33+2,35+2,35+2,35+2,33+2,34+2,34+2,34+2,35+2,39+2,39+2,39+2,35+2,48+2,52+2,52+2,52+2,48+2,52+2,62+2,62+2,62+2,52+2,112.0,28.006297762153487,22.505060701730482
82,2871,0,0,13.0,13.0,3857263.0,770.0,12034.0,David Raum,,3.0,True,6.0,Left Back,88.0,233938.0,D. Kasumu,David Kasumu,1999-10-05,19.0,154.94,69.9,"CM,RB",Nigeria,56.0,69.0,160000.0,1000.0,Right,1.0,3.0,2.0,Medium/ Medium,Lean,380000.0,Milton Keynes Dons,65.0,RES,29.0,2016-04-30,2019,,,,,52.0,40.0,47.0,59.0,43.0,57.0,50.0,44.0,57.0,57.0,66.0,67.0,71.0,52.0,71.0,55.0,53.0,61.0,55.0,55.0,50.0,51.0,42.0,57.0,48.0,59.0,49.0,55.0,53.0,12.0,10.0,11.0,14.0,13.0,,,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,55+2,52+2,52+2,52+2,55+2,170.0,42.34918392444812,22.420156195296062
83,1455,0,0,9.0,9.0,3753999.0,23.0,7745.0,Steven Berghuis,,20.0,False,0.0,Substitute,26.0,225953.0,S. Bergwijn,Steven Bergwijn,1997-10-08,21.0,152.4,78.0,"LW,RW",Netherlands,80.0,86.0,20500000.0,18000.0,Right,1.0,2.0,4.0,Medium/ Medium,Stocky,32800000.0,PSV,76.0,LW,17.0,2014-07-01,2022,Netherlands,81.0,SUB,22.0,73.0,74.0,55.0,76.0,67.0,87.0,76.0,66.0,53.0,84.0,88.0,89.0,79.0,71.0,89.0,78.0,71.0,78.0,79.0,74.0,44.0,30.0,77.0,75.0,59.0,76.0,47.0,31.0,26.0,11.0,14.0,12.0,14.0,13.0,#Dribbler,"Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",76+2,76+2,76+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,69+2,69+2,69+2,78+2,61+2,55+2,55+2,55+2,61+2,56+2,49+2,49+2,49+2,56+2,139.0,34.402555483343846,22.275035924467236
84,1739,0,0,12.0,12.0,3788742.0,776.0,16554.0,Joakim Mæhle,Joakim Maehle,5.0,True,6.0,Left Back,96.0,234678.0,J. Mæhle,Joakim Mæhle,1997-05-20,21.0,182.88,79.8,RB,Denmark,75.0,84.0,9000000.0,10000.0,Right,1.0,3.0,3.0,High/ High,Normal,15300000.0,KRC Genk,74.0,RB,31.0,2017-07-01,2020,,,,,74.0,46.0,59.0,72.0,62.0,77.0,63.0,25.0,68.0,72.0,87.0,89.0,68.0,70.0,71.0,65.0,80.0,91.0,74.0,62.0,72.0,68.0,71.0,65.0,33.0,65.0,66.0,75.0,68.0,12.0,8.0,12.0,10.0,8.0,#Engine,,66+2,66+2,66+2,71+2,69+2,69+2,69+2,71+2,69+2,69+2,69+2,73+2,70+2,70+2,70+2,73+2,74+2,71+2,71+2,71+2,74+2,73+2,70+2,70+2,70+2,73+2,201.0,49.58723964986979,22.203241634270054
85,1985,0,0,10.0,10.0,3788757.0,782.0,5642.0,Axel Witsel,,6.0,False,0.0,Substitute,37.0,177413.0,A. Witsel,Axel  Witsel,1989-01-12,30.0,187.96,81.2,"CDM,CM",Belgium,85.0,85.0,30000000.0,84000.0,Right,3.0,4.0,4.0,Medium/ High,Lean,51000000.0,Borussia Dortmund,81.0,RDM,28.0,2018-08-17,2022,Belgium,85.0,LCM,6.0,69.0,71.0,81.0,89.0,77.0,78.0,69.0,68.0,84.0,84.0,67.0,73.0,77.0,85.0,63.0,78.0,76.0,86.0,82.0,77.0,81.0,80.0,75.0,80.0,83.0,92.0,83.0,80.0,85.0,5.0,7.0,7.0,10.0,7.0,,"Injury Free,Leadership",77+3,77+3,77+3,77+3,78+3,78+3,78+3,77+3,80+3,80+3,80+3,78+3,82+3,82+3,82+3,78+3,80+3,83+3,83+3,83+3,80+3,80+3,81+3,81+3,81+3,80+3,196.0,48.14597878441309,22.107847401006012
86,1947,0,0,3.0,3.0,3788752.0,780.0,5204.0,Bruno Miguel Borges Fernandes,Bruno Fernandes,11.0,True,19.0,Center Attacking Midfield,89.0,212198.0,Bruno Fernandes,Bruno Miguel Borges Fernandes,1994-09-08,24.0,152.4,68.9,"CAM,CM",Portugal,84.0,88.0,40500000.0,22000.0,Right,2.0,3.0,4.0,High/ High,Lean,84000000.0,Portugal,82.0,SUB,16.0,,,Sporting CP,78.0,LCM,8.0,84.0,74.0,58.0,85.0,84.0,83.0,86.0,85.0,84.0,86.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,91.0,67.0,88.0,66.0,71.0,81.0,86.0,82.0,84.0,66.0,66.0,57.0,12.0,14.0,15.0,8.0,14.0,"#Engine,#Distance Shooter","Injury Free,Flair,Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",78+2,78+2,78+2,82+2,82+2,82+2,82+2,82+2,83+2,83+2,83+2,83+2,83+2,83+2,83+2,83+2,77+2,76+2,76+2,76+2,77+2,74+2,68+2,68+2,68+2,74+2,292.0,71.53756670539507,22.049250011936834
87,2205,0,0,7.0,7.0,3802839.0,144.0,7426.0,Jean-Charles Castelletto,,21.0,True,3.0,Right Center Back,100.0,213868.0,J. Castelletto,Jean-Charles Castelletto,1995-01-26,24.0,185.42,78.0,CB,Cameroon,69.0,77.0,1300000.0,3000.0,Right,1.0,4.0,2.0,Medium/ Medium,Lean,2700000.0,Stade Brestois 29,69.0,RCB,21.0,2017-07-21,2020,Cameroon,75.0,RCB,15.0,58.0,18.0,66.0,69.0,32.0,54.0,49.0,23.0,67.0,61.0,75.0,79.0,70.0,65.0,52.0,50.0,88.0,80.0,70.0,26.0,59.0,68.0,56.0,58.0,36.0,62.0,67.0,68.0,67.0,12.0,14.0,14.0,14.0,9.0,,Long Passer (CPU AI Only),52+2,52+2,52+2,56+2,55+2,55+2,55+2,56+2,57+2,57+2,57+2,60+2,61+2,61+2,61+2,60+2,67+2,66+2,66+2,66+2,67+2,68+2,67+2,67+2,67+2,68+2,98.0,23.971884177652782,22.014995673354598
88,2859,0,0,23.0,23.0,3857260.0,794.0,26297.0,Carlos Alberto Rodríguez Gómez,Carlos Alberto Rodríguez,8.0,False,0.0,Substitute,21.0,235389.0,C. Rodríguez,Carlos Alberto Rodríguez Gómez,1997-01-30,22.0,175.26,66.2,"CM,CDM",Mexico,67.0,74.0,1100000.0,10000.0,Right,1.0,3.0,3.0,Medium/ Medium,Lean,1900000.0,Monterrey,75.0,RDM,29.0,2016-06-08,2021,,,,,55.0,58.0,50.0,74.0,50.0,65.0,53.0,59.0,72.0,69.0,77.0,77.0,76.0,66.0,76.0,64.0,64.0,69.0,52.0,58.0,31.0,52.0,58.0,62.0,62.0,59.0,45.0,58.0,36.0,12.0,15.0,11.0,8.0,10.0,,,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,59+2,59+2,59+2,59+2,59+2,58+2,52+2,52+2,52+2,58+2,27.0,6.591155994204907,21.970519980683026
89,424,0,0,15.0,15.0,18242.0,217.0,4320.0,Neymar da Silva Santos Junior,Neymar,11.0,True,21.0,Left Wing,96.0,190871.0,Neymar Jr,Neymar da Silva Santos Junior,1992-02-05,27.0,175.26,68.0,"LW,CAM",Brazil,92.0,92.0,108000000.0,290000.0,Right,5.0,5.0,5.0,High/ Medium,Neymar,199800000.0,Paris Saint-Germain,84.0,LAM,10.0,2017-08-03,2022,Brazil,81.0,LW,10.0,83.0,87.0,62.0,84.0,84.0,96.0,88.0,87.0,80.0,95.0,94.0,90.0,96.0,94.0,84.0,80.0,61.0,81.0,49.0,82.0,56.0,36.0,89.0,88.0,81.0,94.0,27.0,24.0,33.0,9.0,9.0,15.0,15.0,11.0,"#Speedster,#Dribbler,#FK Specialist,#Acrobat,#Clinical Finisher,#Complete Forward","Diver,Selfish,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only),Takes Finesse Free Kicks",84+3,84+3,84+3,90+3,89+3,89+3,89+3,90+3,89+3,89+3,89+3,89+3,81+3,81+3,81+3,89+3,66+3,60+3,60+3,60+3,66+3,61+3,47+3,47+3,47+3,61+3,213.0,51.964564281400996,21.956858147070843
90,1782,0,0,4.0,4.0,3788744.0,907.0,4767.0,Chris Mepham,,22.0,True,3.0,Right Center Back,97.0,233201.0,C. Mepham,Chris Mepham,1997-11-05,21.0,190.5,74.8,CB,Wales,70.0,79.0,2400000.0,20000.0,Right,1.0,3.0,2.0,High/ High,Lean,5000000.0,Bournemouth,77.0,SUB,33.0,2019-01-22,2023,Wales,75.0,LCB,20.0,29.0,22.0,58.0,66.0,24.0,56.0,25.0,31.0,54.0,66.0,64.0,65.0,51.0,66.0,64.0,33.0,74.0,66.0,74.0,24.0,68.0,68.0,28.0,53.0,42.0,64.0,69.0,72.0,72.0,10.0,10.0,12.0,14.0,12.0,,,46+2,46+2,46+2,50+2,50+2,50+2,50+2,50+2,53+2,53+2,53+2,53+2,57+2,57+2,57+2,53+2,62+2,66+2,66+2,66+2,62+2,64+2,68+2,68+2,68+2,64+2,205.0,49.693797614694766,21.816789196695265
91,1790,0,0,13.0,13.0,3788744.0,773.0,3500.0,Granit Xhaka,,10.0,True,11.0,Left Defensive Midfield,97.0,199503.0,G. Xhaka,Granit Xhaka,1992-09-27,26.0,185.42,82.1,"CM,CDM",Switzerland,81.0,84.0,22000000.0,115000.0,Left,3.0,2.0,3.0,Medium/ Medium,Normal,43500000.0,Arsenal,82.0,LDM,34.0,2016-07-01,2021,Switzerland,77.0,LDM,10.0,73.0,49.0,62.0,86.0,50.0,70.0,75.0,77.0,85.0,80.0,47.0,49.0,49.0,76.0,61.0,90.0,32.0,81.0,77.0,79.0,92.0,71.0,75.0,81.0,63.0,74.0,66.0,72.0,68.0,7.0,8.0,11.0,7.0,13.0,,"Power Free-Kick,Avoids Using Weaker Foot,Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only)",68+3,68+3,68+3,69+3,71+3,71+3,71+3,69+3,73+3,73+3,73+3,72+3,79+3,79+3,79+3,72+3,71+3,77+3,77+3,77+3,71+3,70+3,71+3,71+3,71+3,70+3,291.0,70.32316436248091,21.749432277055952
92,2642,0,0,8.0,8.0,3829493.0,139.0,3767.0,Ellyes Joris Skhiri,,13.0,True,17.0,Right Wing,93.0,225126.0,E. Skhiri,Ellyes Skhiri,1995-05-10,23.0,185.42,68.9,"CDM,CM",Tunisia,77.0,81.0,10000000.0,21000.0,Right,1.0,3.0,3.0,Medium/ High,Lean,19800000.0,Montpellier HSC,75.0,RCM,13.0,2015-07-01,2020,,,,,71.0,62.0,73.0,75.0,60.0,74.0,72.0,55.0,74.0,73.0,63.0,69.0,74.0,67.0,64.0,78.0,75.0,76.0,68.0,76.0,74.0,85.0,56.0,67.0,58.0,68.0,79.0,79.0,72.0,15.0,14.0,8.0,14.0,14.0,,,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,72+2,72+2,72+2,69+2,74+2,75+2,75+2,75+2,74+2,74+2,75+2,75+2,75+2,74+2,205.0,48.97614901512115,21.501723957858065
