,Unnamed: 0.2,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_vaep_value,statistic_rating_vaep_value
25,825,31765.0,0.0,0.0,12.0,12.0,3788742.0,776.0,16554.0,Joakim Mæhle,Joakim Maehle,5.0,True,6.0,Left Back,96.0,234678.0,J. Mæhle,Joakim Mæhle,1997-05-20,21.0,182.88,79.8,RB,Denmark,75.0,84.0,9000000.0,10000.0,Right,1.0,3.0,3.0,High/ High,Normal,15300000.0,KRC Genk,74.0,RB,31.0,2017-07-01,2020,,,,,74.0,46.0,59.0,72.0,62.0,77.0,63.0,25.0,68.0,72.0,87.0,89.0,68.0,70.0,71.0,65.0,80.0,91.0,74.0,62.0,72.0,68.0,71.0,65.0,33.0,65.0,66.0,75.0,68.0,12.0,8.0,12.0,10.0,8.0,#Engine,,66+2,66+2,66+2,71+2,69+2,69+2,69+2,71+2,69+2,69+2,69+2,73+2,70+2,70+2,70+2,73+2,74+2,71+2,71+2,71+2,74+2,73+2,70+2,70+2,70+2,73+2,519.0,1.045617383138051,0.1813209334921476
26,832,31492.0,0.0,0.0,12.0,12.0,3788741.0,914.0,7788.0,Ciro Immobile,,17.0,True,23.0,Center Forward,80.0,192387.0,C. Immobile,Ciro Immobile,1990-02-20,29.0,185.42,84.8,ST,Italy,87.0,87.0,52000000.0,115000.0,Right,3.0,4.0,3.0,High/ Medium,Normal,88400000.0,Lazio,80.0,ST,17.0,2016-07-27,2023,Italy,83.0,ST,17.0,55.0,90.0,81.0,74.0,87.0,83.0,70.0,51.0,49.0,83.0,78.0,85.0,77.0,87.0,63.0,86.0,77.0,80.0,76.0,80.0,77.0,40.0,91.0,65.0,78.0,81.0,34.0,33.0,32.0,6.0,8.0,15.0,12.0,6.0,#Clinical Finisher,Beat Offside Trap,84+3,84+3,84+3,79+3,82+3,82+3,82+3,79+3,78+3,78+3,78+3,77+3,70+3,70+3,70+3,77+3,60+3,58+3,58+3,58+3,60+3,58+3,55+3,55+3,55+3,58+3,393.0,0.7812956036586911,0.1789226573264178
27,1088,12239.0,0.0,0.0,16.0,16.0,267520.0,210.0,5543.0,Haris Seferović,,8.0,True,23.0,Center Forward,93.0,193408.0,H. Seferović,Haris Seferović,1992-02-22,27.0,187.96,84.8,ST,Switzerland,76.0,77.0,9000000.0,13000.0,Left,2.0,3.0,3.0,High/ Medium,Normal,18700000.0,Switzerland,77.0,ST,9.0,,,SL Benfica,79.0,LS,14.0,67.0,77.0,73.0,68.0,74.0,70.0,68.0,64.0,59.0,73.0,65.0,73.0,63.0,76.0,59.0,78.0,75.0,72.0,87.0,69.0,81.0,35.0,82.0,68.0,68.0,72.0,25.0,42.0,40.0,9.0,13.0,9.0,9.0,16.0,#Strength,Beat Offside Trap,75+2,75+2,75+2,71+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2,57+2,56+2,56+2,56+2,57+2,55+2,54+2,54+2,54+2,55+2,308.0,0.6108166846897802,0.17848539487688383
28,1357,1008.0,0.0,0.0,13.0,13.0,16010.0,215.0,11748.0,Unai Simón Mendibil,Unai Simón,25.0,True,1.0,Goalkeeper,94.0,230869.0,Unai Simón,Unai Simón Mendibil,1997-06-11,21.0,190.5,88.9,GK,Spain,73.0,84.0,5500000.0,9000.0,Right,1.0,3.0,1.0,Medium/ Medium,Normal,12700000.0,Athletic Club de Bilbao,79.0,SUB,25.0,2015-08-25,2023,,,,,16.0,14.0,18.0,29.0,17.0,12.0,20.0,14.0,21.0,16.0,46.0,48.0,32.0,66.0,47.0,17.0,60.0,45.0,73.0,13.0,27.0,26.0,14.0,31.0,24.0,48.0,11.0,18.0,12.0,72.0,73.0,64.0,74.0,72.0,,Comes For Crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0,1.0002108184280587,0.1663936666516179
29,837,31293.0,0.0,0.0,3.0,3.0,3788741.0,914.0,7024.0,Jorge Luiz Frello Filho,Jorginho,8.0,True,10.0,Center Defensive Midfield,93.0,205498.0,Jorginho,Luiz Frello Filho Jorge,1991-12-20,27.0,154.94,67.1,CM,Italy,83.0,84.0,30000000.0,140000.0,Right,2.0,3.0,3.0,Medium/ Medium,Lean,57800000.0,Chelsea,83.0,CM,5.0,2018-07-16,2023,Italy,83.0,CM,8.0,75.0,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,70.0,61.0,77.0,82.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,76.0,68.0,87.0,84.0,79.0,62.0,77.0,70.0,14.0,7.0,13.0,14.0,8.0,#Playmaker  ,Playmaker (CPU AI Only),69+2,69+2,69+2,75+2,75+2,75+2,75+2,75+2,79+2,79+2,79+2,78+2,82+2,82+2,82+2,78+2,76+2,79+2,79+2,79+2,76+2,74+2,71+2,71+2,71+2,74+2,671.0,1.1486341482596352,0.15406419276209712
30,764,35254.0,0.0,0.0,8.0,8.0,3788753.0,796.0,18734.0,Rifat Zhemaletdinov,,19.0,False,0.0,Substitute,36.0,225482.0,T. Zhamaletdinov,Timur Zhamaletdinov,1997-05-21,21.0,182.88,73.0,ST,Russia,66.0,77.0,1100000.0,3000.0,Right,1.0,3.0,3.0,Medium/ Medium,Lean,1700000.0,Lech Poznań,68.0,SUB,11.0,2014-08-05,2020,,,,,42.0,66.0,62.0,57.0,50.0,63.0,52.0,33.0,42.0,67.0,78.0,72.0,72.0,58.0,68.0,72.0,68.0,69.0,66.0,45.0,61.0,33.0,65.0,58.0,62.0,58.0,31.0,27.0,29.0,10.0,10.0,12.0,10.0,12.0,,,64+2,64+2,64+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,61+2,55+2,55+2,55+2,61+2,49+2,47+2,47+2,47+2,49+2,47+2,45+2,45+2,45+2,47+2,36.0,0.05998389971500728,0.1499597492875182
31,811,32579.0,0.0,0.0,19.0,19.0,3788744.0,773.0,5545.0,Breel-Donald Embolo,Breel Embolo,7.0,True,24.0,Left Center Forward,97.0,222357.0,B. Embolo,Breel-Donald Embolo,1997-02-14,22.0,185.42,86.2,"ST,RW",Switzerland,76.0,85.0,12000000.0,24000.0,Right,2.0,4.0,3.0,Medium/ Medium,Stocky,22800000.0,FC Schalke 04,78.0,SUB,36.0,2016-07-01,2021,,,,,59.0,74.0,69.0,72.0,64.0,78.0,65.0,51.0,70.0,74.0,76.0,79.0,69.0,73.0,73.0,76.0,73.0,71.0,83.0,62.0,63.0,41.0,78.0,69.0,66.0,73.0,26.0,28.0,22.0,13.0,6.0,7.0,7.0,12.0,,"Injury Prone,Beat Offside Trap,Flair,Chip Shot (CPU AI Only),Technical Dribbler (CPU AI Only)",74+2,74+2,74+2,72+2,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,68+2,68+2,68+2,72+2,55+2,55+2,55+2,55+2,55+2,52+2,49+2,49+2,49+2,52+2,360.0,0.5437270855222778,0.13593177138056944
32,898,27558.0,0.0,0.0,0.0,0.0,3754003.0,39.0,2988.0,Memphis Depay,,7.0,True,21.0,Left Wing,45.0,202556.0,M. Depay,Memphis Depay,1994-02-13,25.0,175.26,78.0,"CF,LW,CAM",Netherlands,84.0,88.0,41000000.0,93000.0,Right,3.0,3.0,5.0,High/ Low,Stocky,81000000.0,Olympique Lyonnais,79.0,LW,11.0,2017-01-20,2021,Netherlands,81.0,ST,10.0,82.0,78.0,65.0,80.0,74.0,84.0,85.0,88.0,74.0,85.0,87.0,87.0,82.0,79.0,79.0,87.0,74.0,79.0,80.0,81.0,75.0,28.0,83.0,85.0,71.0,78.0,29.0,31.0,20.0,8.0,14.0,6.0,12.0,10.0,#FK Specialist,"Flair,Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Backs Into Player,Set Play Specialist",80+3,80+3,80+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,75+3,75+3,75+3,82+3,60+3,58+3,58+3,58+3,60+3,56+3,50+3,50+3,50+3,56+3,271.0,0.40273544661888583,0.13374977931992518
33,1336,1569.0,0.0,0.0,18.0,18.0,16073.0,212.0,5487.0,Antoine Griezmann,,7.0,True,22.0,Right Center Forward,96.0,194765.0,A. Griezmann,Antoine Griezmann,1991-03-21,27.0,175.26,73.0,"CF,ST",France,89.0,90.0,78000000.0,145000.0,Left,4.0,3.0,4.0,High/ High,Lean,165800000.0,Atlético Madrid,84.0,RS,7.0,2014-07-28,2023,France,84.0,CAM,7.0,82.0,89.0,84.0,84.0,87.0,87.0,86.0,84.0,78.0,90.0,88.0,85.0,90.0,90.0,82.0,82.0,90.0,86.0,62.0,82.0,73.0,49.0,91.0,85.0,83.0,89.0,59.0,54.0,48.0,14.0,8.0,14.0,13.0,14.0,"#Dribbler,#Engine,#Acrobat,#Clinical Finisher,#Complete Forward","Beat Offside Trap,Finesse Shot,Speed Dribbler (CPU AI Only)",86+3,86+3,86+3,87+3,87+3,87+3,87+3,87+3,86+3,86+3,86+3,86+3,82+3,82+3,82+3,86+3,72+3,70+3,70+3,70+3,72+3,70+3,65+3,65+3,65+3,70+3,288.0,0.3909242200961671,0.12216381878005222
34,812,32563.0,0.0,0.0,16.0,16.0,3788744.0,773.0,5538.0,Denis Lemi Zakaria Lako Lado,Denis Zakaria,6.0,False,0.0,Substitute,30.0,229261.0,D. Zakaria,Denis Lemi Zakaria Lako Lado,1996-11-20,22.0,190.5,79.8,"CM,CDM",Switzerland,77.0,85.0,13000000.0,21000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,24700000.0,Borussia Mönchengladbach,79.0,SUB,8.0,2017-07-01,2022,Switzerland,77.0,SUB,17.0,65.0,60.0,65.0,80.0,28.0,74.0,62.0,46.0,79.0,79.0,74.0,86.0,68.0,73.0,64.0,70.0,65.0,79.0,83.0,53.0,88.0,78.0,63.0,76.0,38.0,74.0,82.0,79.0,77.0,12.0,12.0,7.0,13.0,11.0,,,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,76+2,79+2,79+2,79+2,76+2,76+2,78+2,78+2,78+2,76+2,30.0,0.03253080668309849,0.09759242004929547
35,1382,576.0,0.0,0.0,7.0,7.0,15978.0,210.0,6685.0,Mikel Oyarzabal Ugarte,Mikel Oyarzabal,10.0,True,12.0,Right Midfield,94.0,230142.0,Oyarzabal,Mikel Oyarzabal Ugarte,1997-04-21,21.0,154.94,78.0,"LW,LM,RW",Spain,80.0,87.0,21000000.0,29000.0,Left,1.0,3.0,3.0,High/ Medium,Lean,48300000.0,Real Sociedad,77.0,LW,10.0,2014-07-01,2024,,,,,81.0,78.0,44.0,80.0,64.0,84.0,69.0,71.0,73.0,85.0,72.0,75.0,70.0,81.0,70.0,73.0,58.0,72.0,59.0,79.0,42.0,29.0,80.0,79.0,52.0,70.0,50.0,32.0,30.0,10.0,6.0,10.0,13.0,11.0,,"Speed Dribbler (CPU AI Only),Backs Into Player",74+2,74+2,74+2,80+2,79+2,79+2,79+2,80+2,79+2,79+2,79+2,79+2,74+2,74+2,74+2,79+2,61+2,58+2,58+2,58+2,61+2,56+2,47+2,47+2,47+2,56+2,158.0,0.16937002078432262,0.09647659411765214
36,795,33578.0,0.0,0.0,16.0,16.0,3788747.0,2358.0,4713.0,Ezgjan Alioski,,8.0,True,8.0,Left Wing Back,96.0,206006.0,E. Alioski,Ezgjan Alioski,1992-02-12,27.0,172.72,63.0,"LM,RM,LB",FYR Macedonia,71.0,71.0,2500000.0,26000.0,Left,1.0,2.0,3.0,High/ High,Normal,4800000.0,Leeds United,72.0,LB,10.0,2017-07-13,2021,,,,,71.0,70.0,64.0,67.0,57.0,67.0,64.0,65.0,63.0,68.0,85.0,79.0,79.0,68.0,76.0,75.0,80.0,87.0,60.0,70.0,74.0,60.0,63.0,70.0,69.0,56.0,58.0,60.0,64.0,16.0,12.0,9.0,9.0,14.0,#Engine,"Diver,Injury Free,Avoids Using Weaker Foot,Flair,Long Shot Taker (CPU AI Only)",68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,68+2,65+2,65+2,65+2,68+2,67+2,63+2,63+2,63+2,67+2,190.0,0.1785554281068703,0.0845788869979912
37,762,35476.0,0.0,0.0,7.0,7.0,3788755.0,907.0,9540.0,Harry Wilson,,8.0,False,0.0,Substitute,13.0,200787.0,H. Novillo,Harry Novillo,1992-02-11,27.0,182.88,79.8,"LW,ST",France,71.0,71.0,2500000.0,6000.0,Right,1.0,3.0,3.0,High/ Medium,Lean,3800000.0,Montreal Impact,70.0,RW,7.0,2019-02-12,2020,,,,,65.0,65.0,54.0,61.0,66.0,74.0,67.0,63.0,57.0,64.0,90.0,93.0,90.0,64.0,91.0,77.0,91.0,60.0,62.0,73.0,35.0,24.0,69.0,65.0,69.0,68.0,41.0,29.0,33.0,12.0,13.0,13.0,8.0,9.0,"#Speedster,#Acrobat","Beat Offside Trap,Selfish,Speed Dribbler (CPU AI Only)",68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,68+2,60+2,60+2,60+2,68+2,53+2,47+2,47+2,47+2,53+2,51+2,44+2,44+2,44+2,51+2,44.0,0.04095889314703527,0.08377955416439033
38,796,33526.0,0.0,0.0,15.0,15.0,3788747.0,915.0,24977.0,Christoph Baumgartner,,19.0,True,24.0,Left Center Forward,59.0,204024.0,C. Kramer,Christoph Kramer,1991-02-19,28.0,190.5,76.2,"CDM,CM",Germany,81.0,82.0,17000000.0,35000.0,Right,2.0,3.0,3.0,High/ High,Lean,30200000.0,Borussia Mönchengladbach,79.0,SUB,6.0,2016-07-01,2021,,,,,61.0,46.0,58.0,80.0,58.0,71.0,54.0,51.0,72.0,81.0,52.0,52.0,66.0,85.0,54.0,54.0,51.0,93.0,69.0,42.0,78.0,81.0,70.0,73.0,47.0,78.0,80.0,80.0,76.0,8.0,13.0,9.0,6.0,8.0,#Engine,,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,70+2,70+2,70+2,70+2,75+2,75+2,75+2,70+2,76+2,79+2,79+2,79+2,76+2,75+2,75+2,75+2,75+2,75+2,192.0,0.15379111653328437,0.07208958587497705
39,821,32002.0,0.0,0.0,0.0,0.0,3788743.0,782.0,2954.0,Youri Tielemans,,8.0,True,11.0,Left Defensive Midfield,95.0,216393.0,Y. Tielemans,Youri Tielemans,1997-05-07,21.0,175.26,72.1,"CM,CDM",Belgium,78.0,87.0,16000000.0,47000.0,Right,2.0,5.0,4.0,Medium/ Medium,Normal,,Leicester City,78.0,RCM,21.0,,"Jun 30, 2019",Belgium,85.0,SUB,17.0,76.0,73.0,57.0,78.0,78.0,76.0,84.0,74.0,78.0,81.0,52.0,53.0,67.0,75.0,76.0,88.0,65.0,73.0,69.0,86.0,70.0,71.0,74.0,81.0,76.0,81.0,66.0,72.0,69.0,6.0,8.0,10.0,14.0,12.0,#Distance Shooter,"Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,77+2,77+2,77+2,73+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,69+2,261.0,0.2061287097640161,0.07107886543586762
40,1409,38.0,0.0,0.0,6.0,6.0,15946.0,217.0,5477.0,Ousmane Dembélé,,11.0,True,16.0,Left Midfield,76.0,231443.0,O. Dembélé,Ousmane Dembélé,1997-05-15,21.0,152.4,67.1,"RW,LW",France,84.0,92.0,46000000.0,170000.0,Left,3.0,5.0,4.0,High/ Low,Lean,103500000.0,FC Barcelona,86.0,LW,11.0,2017-08-28,2022,France,84.0,SUB,11.0,81.0,78.0,43.0,79.0,76.0,91.0,82.0,64.0,70.0,83.0,94.0,93.0,90.0,82.0,85.0,83.0,59.0,76.0,52.0,76.0,54.0,36.0,79.0,84.0,75.0,82.0,42.0,30.0,33.0,6.0,6.0,14.0,10.0,13.0,"#Speedster,#Dribbler,#Acrobat","Injury Prone,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",76+3,76+3,76+3,84+3,82+3,82+3,82+3,84+3,82+3,82+3,82+3,83+3,75+3,75+3,75+3,83+3,64+3,58+3,58+3,58+3,64+3,59+3,47+3,47+3,47+3,59+3,5.0,0.003458698687609285,0.06225657637696713
41,781,34381.0,0.0,0.0,22.0,22.0,3788749.0,908.0,10919.0,Juraj Kucka,,19.0,True,9.0,Right Defensive Midfield,95.0,190875.0,J. Kucka,Juraj Kucka,1987-02-26,32.0,185.42,83.9,"CM,CDM",Slovakia,77.0,77.0,7500000.0,42000.0,Right,2.0,3.0,3.0,Medium/ High,Normal,13500000.0,Parma,73.0,RCM,87.0,2019-01-17,2022,,,,,68.0,65.0,75.0,76.0,68.0,75.0,66.0,69.0,76.0,75.0,66.0,65.0,72.0,79.0,54.0,85.0,90.0,87.0,90.0,78.0,86.0,78.0,73.0,70.0,71.0,75.0,77.0,77.0,78.0,14.0,8.0,9.0,15.0,8.0,#Strength,Long Shot Taker (CPU AI Only),74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,75+2,78+2,78+2,78+2,75+2,75+2,79+2,79+2,79+2,75+2,193.0,0.12955695878008555,0.060415162125428495
42,798,33435.0,0.0,0.0,12.0,12.0,3788747.0,915.0,18762.0,Sasa Kalajdzic,,25.0,True,22.0,Right Center Forward,59.0,239901.0,S. Kalajdzic,Sasa Kalajdzic,1997-07-07,21.0,200.66,76.2,"ST,CAM",Austria,63.0,74.0,650000.0,2000.0,Right,1.0,3.0,2.0,Medium/ Medium,Lean,1100000.0,FC Admira Wacker Mödling,65.0,SUB,9.0,2017-07-01,2019,,,,,55.0,60.0,64.0,64.0,52.0,59.0,40.0,47.0,57.0,67.0,64.0,71.0,56.0,60.0,40.0,58.0,41.0,64.0,80.0,52.0,37.0,39.0,54.0,66.0,39.0,61.0,45.0,46.0,47.0,7.0,6.0,13.0,14.0,15.0,,,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,55+2,54+2,54+2,54+2,55+2,54+2,52+2,52+2,52+2,54+2,63.0,0.04063233850138204,0.058046197859117195
43,784,34280.0,0.0,0.0,10.0,10.0,3788749.0,789.0,7979.0,Przemysław Frankowski,,19.0,False,0.0,Substitute,21.0,243185.0,P. Wiśniewski,Przemysław Wiśniewski,1998-07-27,20.0,195.58,88.0,"CB,RB",Poland,60.0,68.0,250000.0,1000.0,Right,1.0,3.0,2.0,Medium/ Medium,Normal,388000.0,Górnik Zabrze,65.0,RCB,2.0,2018-04-06,2022,,,,,36.0,16.0,53.0,46.0,28.0,34.0,24.0,29.0,51.0,45.0,53.0,64.0,44.0,56.0,40.0,40.0,51.0,54.0,80.0,25.0,65.0,57.0,22.0,35.0,42.0,48.0,56.0,61.0,59.0,9.0,13.0,12.0,14.0,9.0,,,39+2,39+2,39+2,38+2,38+2,38+2,38+2,38+2,39+2,39+2,39+2,41+2,43+2,43+2,43+2,41+2,51+2,54+2,54+2,54+2,51+2,53+2,59+2,59+2,59+2,53+2,74.0,0.044129105473984964,0.05367053368457631
44,794,33626.0,0.0,0.0,25.0,25.0,3788747.0,2358.0,30512.0,Aleksandar Trajkovski,,9.0,True,24.0,Left Center Forward,64.0,215716.0,A. Mitrović,Aleksandar Mitrović,1994-09-16,24.0,187.96,82.1,ST,Serbia,78.0,83.0,14000000.0,55000.0,Right,1.0,4.0,3.0,Medium/ Medium,Stocky,27700000.0,Fulham,76.0,ST,9.0,2018-07-30,2023,,,,,29.0,78.0,85.0,70.0,76.0,66.0,39.0,52.0,43.0,75.0,60.0,66.0,67.0,77.0,66.0,82.0,82.0,64.0,90.0,70.0,89.0,14.0,82.0,68.0,70.0,76.0,25.0,24.0,13.0,15.0,12.0,6.0,7.0,13.0,#Strength,"Long Shot Taker (CPU AI Only),Power Header",76+2,76+2,76+2,67+2,73+2,73+2,73+2,67+2,70+2,70+2,70+2,65+2,62+2,62+2,62+2,65+2,44+2,49+2,49+2,49+2,44+2,43+2,48+2,48+2,48+2,43+2,118.0,0.06605204175320978,0.050378675913465086
45,1278,3028.0,0.0,0.0,26.0,26.0,16205.0,360.0,21397.0,Stole Dimitrievski,,13.0,True,1.0,Goalkeeper,93.0,211348.0,S. Dimitrievski,Stole Dimitrievski,1993-12-25,25.0,187.96,81.2,GK,FYR Macedonia,73.0,77.0,3700000.0,10000.0,Right,1.0,2.0,1.0,Medium/ Medium,Normal,8500000.0,Rayo Vallecano,74.0,GK,13.0,2019-01-31,2022,,,,,11.0,20.0,14.0,23.0,15.0,18.0,17.0,17.0,27.0,19.0,35.0,38.0,44.0,62.0,43.0,20.0,60.0,40.0,72.0,17.0,17.0,21.0,15.0,51.0,21.0,53.0,19.0,19.0,17.0,74.0,71.0,69.0,76.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,0.09204326211147418,0.0435994399475404
46,827,31674.0,0.0,0.0,5.0,5.0,3788742.0,776.0,5524.0,Jens Stryger Larsen,,17.0,False,0.0,Substitute,19.0,193133.0,J. Stryger Larsen,Jens Stryger Larsen,1991-02-21,28.0,182.88,82.1,"RB,CB",Denmark,74.0,74.0,4600000.0,21000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,7900000.0,Udinese,75.0,RM,19.0,2017-08-25,2022,Denmark,78.0,LB,17.0,70.0,48.0,60.0,66.0,60.0,68.0,62.0,48.0,60.0,70.0,78.0,79.0,72.0,72.0,72.0,68.0,78.0,79.0,77.0,58.0,74.0,74.0,56.0,58.0,50.0,64.0,70.0,76.0,74.0,7.0,8.0,12.0,7.0,9.0,,Injury Free,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,72+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,269.0,0.1294300842073426,0.04330374564557931
47,771,34929.0,0.0,0.0,25.0,25.0,3788751.0,770.0,8808.0,Matthias Ginter,,4.0,True,3.0,Right Center Back,87.0,207862.0,M. Ginter,Matthias Ginter,1994-01-19,25.0,187.96,83.0,"CB,CDM",Germany,81.0,83.0,18500000.0,30000.0,Right,2.0,3.0,2.0,Medium/ Medium,Normal,32800000.0,Borussia Mönchengladbach,79.0,RCB,28.0,2017-07-04,2021,Germany,85.0,RWB,4.0,68.0,55.0,85.0,77.0,53.0,62.0,44.0,42.0,71.0,72.0,55.0,69.0,55.0,79.0,49.0,74.0,65.0,74.0,82.0,46.0,69.0,80.0,55.0,69.0,67.0,71.0,83.0,84.0,77.0,12.0,10.0,6.0,8.0,10.0,,,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,67+2,70+2,70+2,70+2,67+2,74+2,77+2,77+2,77+2,74+2,76+2,79+2,79+2,79+2,76+2,258.0,0.12121660907178011,0.042284863629690736
48,770,34992.0,0.0,0.0,1.0,1.0,3788752.0,780.0,3193.0,Bernardo Mota Veiga de Carvalho e Silva,Bernardo Silva,10.0,True,17.0,Right Wing,71.0,218667.0,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,1994-08-10,24.0,172.72,64.0,"CAM,CM,RW,RM",Portugal,86.0,91.0,59500000.0,180000.0,Left,2.0,3.0,4.0,High/ High,Lean,114500000.0,Manchester City,85.0,RW,20.0,2017-07-01,2022,Portugal,82.0,RW,11.0,85.0,75.0,51.0,85.0,69.0,92.0,83.0,67.0,79.0,91.0,86.0,77.0,90.0,82.0,88.0,70.0,50.0,86.0,50.0,72.0,62.0,49.0,83.0,86.0,68.0,86.0,49.0,52.0,40.0,9.0,10.0,14.0,12.0,9.0,"#Dribbler,#Engine,#Acrobat","Avoids Using Weaker Foot,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",76+2,76+2,76+2,84+2,83+2,83+2,83+2,84+2,84+2,84+2,84+2,85+2,81+2,81+2,81+2,85+2,70+2,67+2,67+2,67+2,70+2,66+2,55+2,55+2,55+2,66+2,204.0,0.08220909536248655,0.036268718542273475
49,1246,4669.0,0.0,0.0,21.0,21.0,18240.0,180.0,10287.0,İlkay Gündoğan,,8.0,True,11.0,Left Defensive Midfield,94.0,186942.0,I. Gündoğan,İlkay Gündoğan,1990-10-24,28.0,154.94,79.8,"CM,CDM",Germany,84.0,84.0,32000000.0,175000.0,Right,3.0,4.0,4.0,High/ Medium,Normal,59200000.0,Manchester City,85.0,SUB,8.0,2016-07-01,2020,Germany,85.0,SUB,21.0,74.0,74.0,50.0,88.0,75.0,85.0,81.0,74.0,84.0,86.0,67.0,68.0,78.0,85.0,78.0,77.0,61.0,69.0,72.0,73.0,70.0,77.0,79.0,86.0,76.0,87.0,72.0,68.0,64.0,11.0,14.0,5.0,5.0,13.0,#Playmaker  ,"Injury Prone,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",75+3,75+3,75+3,79+3,80+3,80+3,80+3,79+3,82+3,82+3,82+3,80+3,82+3,82+3,82+3,80+3,75+3,77+3,77+3,77+3,75+3,72+3,70+3,70+3,70+3,72+3,158.0,0.0629785018036273,0.03587383014130669
50,830,31590.0,0.0,0.0,21.0,21.0,3788741.0,909.0,11086.0,Burak Yılmaz,,17.0,True,23.0,Center Forward,93.0,124375.0,B. Yılmaz,Burak Yılmaz,1985-07-15,33.0,187.96,77.1,ST,Turkey,79.0,79.0,10000000.0,59000.0,Right,2.0,3.0,3.0,High/ Low,Lean,19000000.0,Beşiktaş JK,77.0,ST,71.0,2019-01-19,2021,,,,,68.0,82.0,72.0,66.0,77.0,69.0,60.0,70.0,60.0,69.0,81.0,79.0,72.0,81.0,48.0,85.0,66.0,69.0,79.0,74.0,85.0,33.0,85.0,64.0,79.0,71.0,29.0,29.0,26.0,14.0,15.0,11.0,8.0,12.0,,"Diver,Injury Prone,Beat Offside Trap,Backs Into Player",77+2,77+2,77+2,73+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,72+2,65+2,65+2,65+2,72+2,55+2,53+2,53+2,53+2,55+2,53+2,50+2,50+2,50+2,53+2,187.0,0.07331270561917336,0.035284189870190386
